Frequency[Hz],S11/dB,S11/phase[deg],S11/unwrapped_phase[deg]
732756000,-26.40249364722373,159.25996335878685,-560.7400366412131
738754000,-25.780754714771838,153.09969239186336,-566.9003076081367
744752000,-26.335378176682013,160.8000845324749,-559.1999154675251
750750000,-26.630772637813358,160.84633066642573,-559.1536693335743
756748000,-27.65505415305695,163.12548687602018,-556.8745131239798
762746000,-28.06454949910313,161.4336447074377,-558.5663552925623
768744000,-28.211614635046388,163.4183950756558,-556.5816049243442
774742000,-28.547771209023157,160.14742184377593,-559.8525781562241
780740000,-29.464014171100914,158.9202547548538,-561.0797452451462
786738000,-29.737477315008288,154.5066250112375,-565.4933749887625
792736000,-29.86717068698664,147.2339074559743,-572.7660925440257
798734000,-29.348255680803774,144.88451655346728,-575.1154834465327
804732000,-30.257201906197693,143.88013825465174,-576.1198617453483
810730000,-29.247529448347244,140.5873626290326,-579.4126373709673
816728000,-29.034729990592332,136.15734345672539,-583.8426565432746
822726000,-28.496980031963254,135.8564179595199,-584.1435820404802
828724000,-28.177483407881915,138.15558338004695,-581.8444166199531
834722000,-28.50220451950484,136.46759405374416,-583.5324059462558
840720000,-28.36344320593414,135.67282929994872,-584.3271707000513
846718000,-28.27041170710952,135.83288888632023,-584.1671111136798
852716000,-27.78596100109285,140.77471475984566,-579.2252852401543
858714000,-28.107276640203757,141.22984114648804,-578.7701588535119
864712000,-28.117528581510186,141.2549025993476,-578.7450974006524
870710000,-29.124288818585615,140.93424854455785,-579.0657514554422
876708000,-29.20791738584992,138.8127356793433,-581.1872643206567
882706000,-29.463436957817105,142.09567127271094,-577.9043287272891
888704000,-29.503203441900475,139.81683657905495,-580.183163420945
894702000,-30.5842546428411,136.82257898848178,-583.1774210115182
900700000,-30.870699963028944,133.5383168397401,-586.4616831602599
906698000,-30.81383986162833,134.30284577096376,-585.6971542290362
912696000,-31.031624769205116,131.072990643745,-588.927009356255
918694000,-31.539910440104148,129.87900862873744,-590.1209913712626
924692000,-30.789324608754804,122.617408388477,-597.382591611523
930690000,-31.477389622919816,114.67953989771694,-605.320460102283
936688000,-30.818456330030664,118.9876198431885,-601.0123801568116
942686000,-30.922627187295145,115.10533932961464,-604.8946606703854
948684000,-30.243817036158113,110.65673863046453,-609.3432613695354
954682000,-30.471576126656114,114.20035013622699,-605.799649863773
960680000,-29.219866238295396,113.35360190290812,-606.6463980970918
966678000,-29.740127915748687,112.26666060321685,-607.7333393967831
972676000,-29.207290998984806,113.98979220314769,-606.0102077968523
978674000,-28.700325127417695,113.30993917244753,-606.6900608275524
984672000,-29.662063455103784,114.52680833391031,-605.4731916660896
990670000,-29.467716118826512,116.13894354733245,-603.8610564526675
996668000,-29.505102068588556,118.67316877063168,-601.3268312293683
1002666000,-30.20317286314915,120.53354435276874,-599.4664556472312
1008664000,-29.55628796328099,116.68600910685133,-603.3139908931487
1014662000,-30.155980655386433,114.51230413312712,-605.4876958668729
1020660000,-31.44160396444015,116.55042204065492,-603.4495779593451
1026658000,-30.729219020144676,117.30416081971063,-602.6958391802893
1032656000,-31.891026618666135,114.63930582851913,-605.3606941714809
1038654000,-32.21628603139993,109.77201334821548,-610.2279866517845
1044652000,-31.28816085306753,105.27956078450907,-614.720439215491
1050650000,-31.507125322502915,102.9617810981102,-617.0382189018898
1056648000,-32.64131804739619,101.09025118871722,-618.9097488112827
1062646000,-33.32786867588274,102.5610729745885,-617.4389270254115
1068644000,-31.729048401598643,98.80866383500054,-621.1913361649995
1074642000,-32.047344934844666,96.52574326537537,-623.4742567346246
1080640000,-31.883663910838106,95.8943413064348,-624.1056586935651
1086638000,-32.33602854897484,89.10935367087501,-630.890646329125
1092636000,-33.03188408038599,90.28386220370966,-629.7161377962904
1098634000,-32.00926283449975,85.69403142370082,-634.3059685762992
1104632000,-31.748891996054663,88.1476415579858,-631.8523584420142
1110630000,-31.373076382695317,88.11883876178119,-631.8811612382189
1116628000,-32.54649587274988,81.43873503184474,-638.5612649681552
1122626000,-32.46424927182959,82.16999978601491,-637.830000213985
1128624000,-32.2470169234164,84.23535154354273,-635.7646484564573
1134622000,-31.31736770010637,85.98743899804916,-634.0125610019509
1140620000,-32.18896090598345,88.63560124546227,-631.3643987545378
1146618000,-33.88934132105023,80.7540856965547,-639.2459143034453
1152616000,-32.53807887035671,82.29806032925873,-637.7019396707412
1158614000,-33.80294189291776,78.83727072473323,-641.1627292752668
1164612000,-33.223302763951786,80.71581382334578,-639.2841861766542
1170610000,-33.05940302715334,75.86423224419876,-644.1357677558012
1176608000,-33.27446252887878,75.34185858113271,-644.6581414188673
1182606000,-32.64604722891146,62.7409056300986,-657.2590943699014
1188604000,-33.28655568525905,62.6137539114045,-657.3862460885955
1194602000,-33.76043344878426,64.72708806551246,-655.2729119344875
1200600000,-33.40546775241752,60.15638759183386,-659.8436124081661
1206598000,-33.47047394104962,66.44812187336247,-653.5518781266376
1212596000,-32.29974423486096,58.94058660376186,-661.0594133962381
1218594000,-33.16745922469826,59.744895220336154,-660.2551047796638
1224592000,-32.178396438087574,51.654559463836236,-668.3454405361638
1230590000,-32.13415290684191,53.20137254632209,-666.7986274536779
1236588000,-32.6071929115861,51.66988085345083,-668.3301191465491
1242586000,-32.799676245584514,49.10689918853373,-670.8931008114663
1248584000,-31.566738558282733,60.97011873277013,-659.0298812672298
1254582000,-33.078489102625575,57.71676919453493,-662.2832308054651
1260580000,-32.50479997560277,45.734346310861916,-674.265653689138
1266578000,-32.94240429808727,54.72260873934882,-665.2773912606511
1272576000,-34.25993560112016,53.32622979046687,-666.6737702095331
1278574000,-32.568842161960376,51.88834673393873,-668.1116532660612
1284572000,-32.66170667683923,53.71088443820095,-666.289115561799
1290570000,-33.89432444524448,52.796522560372495,-667.2034774396275
1296568000,-34.97576622373319,49.0969703516921,-670.9030296483079
1302566000,-33.927848223392125,40.673559913936536,-679.3264400860635
1308564000,-33.74057438693397,54.01552250604181,-665.9844774939581
1314562000,-34.85081511780203,52.3696147205571,-667.6303852794429
1320560000,-35.5389540877515,38.77542407970101,-681.224575920299
1326558000,-35.94917816110297,38.80247407359386,-681.1975259264061
1332556000,-37.32081214443704,35.379204822931364,-684.6207951770687
1338554000,-35.93491359721617,23.288683877037474,-696.7113161229626
1344552000,-36.805686295585936,36.038947213891916,-683.9610527861081
1350550000,-37.174866966136264,22.907108178441014,-697.092891821559
1356548000,-35.79558007699925,13.726085749326487,-706.2739142506736
1362546000,-35.84123888890835,12.746821797779853,-707.2531782022202
1368544000,-35.60037501264879,15.338172880138583,-704.6618271198614
1374542000,-35.859946734008375,-2.947268699605105,-722.9472686996052
1380540000,-35.0286969687409,12.894460013323988,-707.105539986676
1386538000,-34.31640067262408,19.698038217713513,-700.3019617822865
1392536000,-36.51230570970304,7.336693012592807,-712.6633069874072
1398534000,-34.41970226529022,11.387667978671981,-708.612332021328
1404532000,-35.81669881359445,17.010321252190305,-702.9896787478096
1410530000,-34.107399928000845,30.920423908666518,-689.0795760913335
1416528000,-35.48949646642273,32.67181629033351,-687.3281837096665
1422526000,-36.729998954869515,9.877285089236375,-710.1227149107636
1428524000,-36.3942988948802,27.1188558931109,-692.8811441068891
1434522000,-37.21866530512068,21.535174072802945,-698.464825927197
1440520000,-39.92552479504872,26.69932688017659,-693.3006731198234
1446518000,-39.978340893114286,19.82761445060711,-700.1723855493929
1452516000,-37.22230559999263,14.249597024530452,-705.7504029754696
1458514000,-39.59979927868907,2.1805747728402363,-717.8194252271597
1464512000,-37.8267434848254,3.6404154683072294,-716.3595845316928
1470510000,-37.07936182210076,-11.697974819268069,-731.6979748192681
1476508000,-36.23201047567313,7.88937096801711,-712.1106290319829
1482506000,-41.85851191863408,-8.80847562496044,-728.8084756249605
1488504000,-37.96335112801966,-16.22499552998397,-736.224995529984
1494502000,-36.567502594508014,-5.226274556109762,-725.2262745561097
1500500000,-39.2771963202823,2.059007084521787,-717.9409929154782
1506498000,-37.42821641866434,-6.8878003099015945,-726.8878003099016
1512496000,-35.56623510744564,-10.825290398841927,-730.825290398842
1518494000,-35.0587977006948,5.794927235756952,-714.205072764243
1524492000,-37.345469145998635,-17.315143603046717,-737.3151436030467
1530490000,-40.93367989776587,-6.647896042094036,-726.6478960420941
1536488000,-36.11990006380074,-10.387236549174677,-730.3872365491746
1542486000,-39.70623555716997,-7.663484824248452,-727.6634848242485
1548484000,-40.96125443073336,-8.007434132983539,-728.0074341329836
1554482000,-37.338009760318286,1.3109504532691802,-718.6890495467309
1560480000,-41.10063657851366,-17.445141717664374,-737.4451417176643
1566478000,-37.03001449798339,0.42459565988154124,-719.5754043401184
1572476000,-42.41504477524082,-2.8284940167276913,-722.8284940167277
1578474000,-42.32741743644971,-7.316430133272677,-727.3164301332727
1584472000,-39.138727907013745,8.472832318646413,-711.5271676813536
1590470000,-40.465330817934976,10.128995885992122,-709.8710041140079
1596468000,-39.45397006838639,11.58065794516966,-708.4193420548304
1602466000,-40.65333989465496,23.952595063152568,-696.0474049368474
1608464000,-40.89002999547235,8.511995634701659,-711.4880043652984
1614462000,-39.64938371540959,29.878855881450516,-690.1211441185495
1620460000,-40.187121480015406,3.960791992421102,-716.0392080075788
1626458000,-42.785488973961435,15.668985696353332,-704.3310143036467
1632456000,-40.925651557213484,0.768073872616722,-719.2319261273833
1638454000,-39.62921866281668,21.05605965894142,-698.9439403410586
1644452000,-42.67746770576339,7.636225759528957,-712.363774240471
1650450000,-40.07714634094259,-0.9144736635017592,-720.9144736635018
1656448000,-40.067651150923,-8.397959983972981,-728.397959983973
1662446000,-38.88719255781259,-16.55015914125585,-736.5501591412559
1668444000,-42.47565173805779,-14.473896075208826,-734.4738960752088
1674442000,-37.81009163834901,-22.587452763277184,-742.5874527632772
1680440000,-38.45925718372733,-41.0132200757128,-761.0132200757128
1686438000,-38.13899364394917,-8.143057902442825,-728.1430579024428
1692436000,-36.674924684172666,-25.79426173932025,-745.7942617393203
1698434000,-35.78225764436036,-18.342076865768476,-738.3420768657685
1704432000,-32.6888788971748,-29.60930066766258,-749.6093006676626
1710430000,-34.77047842925054,-5.469811751877556,-725.4698117518775
1716428000,-36.65959444261712,5.178849852270715,-714.8211501477293
1722426000,-32.55007516904099,-16.998228225755437,-736.9982282257554
1728424000,-36.19274885346334,-7.798843628165804,-727.7988436281659
1734422000,-35.842860647188914,-21.73208727165547,-741.7320872716555
1740420000,-32.75146671950069,-8.749073056106187,-728.7490730561062
1746418000,-34.91267297342204,-8.060210378532298,-728.0602103785322
1752416000,-32.977917817229574,-12.574233141182717,-732.5742331411827
1758414000,-35.14892262990669,-10.342666032984386,-730.3426660329844
1764412000,-36.07673905341007,-3.918474204329069,-723.9184742043291
1770410000,-35.639737128807475,-4.165746264470158,-724.1657462644702
1776408000,-34.9560843177938,-12.5575075843745,-732.5575075843745
1782406000,-36.63444301172565,2.117584938121711,-717.8824150618783
1788404000,-32.54314619364963,-20.373094747921932,-740.373094747922
1794402000,-34.07101840122837,-22.122382116705968,-742.1223821167059
1800400000,-32.17637721325966,-20.154915799668565,-740.1549157996685
1806398000,-34.3509556619193,-20.101382447601075,-740.101382447601
1812396000,-31.191111375063493,-42.936378191130736,-762.9363781911308
1818394000,-32.69784915046727,-24.842302105554218,-744.8423021055543
1824392000,-34.20110404869896,-33.19198662572355,-753.1919866257235
1830390000,-33.324720192879205,-45.54028483073239,-765.5402848307324
1836388000,-35.55651349680105,-68.75917310644286,-788.7591731064429
1842386000,-32.20312614657781,-55.04964212554988,-775.0496421255499
1848384000,-32.36014236267843,-38.8682217328783,-758.8682217328783
1854382000,-30.273525836294134,-54.45703149042214,-774.4570314904222
1860380000,-29.756191311471234,-45.70409936887061,-765.7040993688706
1866378000,-29.934938176595402,-52.512601773683045,-772.5126017736831
1872376000,-29.318167236024806,-46.32594382702463,-766.3259438270246
1878374000,-28.117375002055592,-47.88357674770862,-767.8835767477086
1884372000,-27.90108151727521,-49.633697970641066,-769.633697970641
1890370000,-27.7654609727673,-45.90608330446364,-765.9060833044637
1896368000,-26.643222368588063,-38.971894973796275,-758.9718949737962
1902366000,-27.7428515882363,-45.71235550335921,-765.7123555033592
1908364000,-28.371321735003185,-45.388004052443776,-765.3880040524438
1914362000,-29.548934844496742,-47.802617900699595,-767.8026179006996
1920360000,-28.847628154913814,-44.35039302578829,-764.3503930257883
1926358000,-26.393137582839667,-60.066638200660705,-780.0666382006607
1932356000,-28.485444407642525,-47.869385767014926,-767.8693857670149
1938354000,-27.91619442237248,-44.590437566409186,-764.5904375664092
1944352000,-29.0046399034293,-49.973089928018965,-769.9730899280189
1950350000,-28.43453559846067,-55.51770338456866,-775.5177033845687
1956348000,-27.52268199077875,-57.329465499760275,-777.3294654997603
1962346000,-28.688506170915254,-70.21617736527146,-790.2161773652715
1968344000,-26.90171732439768,-85.72003522664244,-805.7200352266425
1974342000,-28.78005268283577,-77.28899195574728,-797.2889919557473
1980340000,-27.656405030295403,-76.6245320560007,-796.6245320560007
1986338000,-28.16980967101056,-77.76984046101393,-797.7698404610139
1992336000,-26.19645666812486,-69.64358436991961,-789.6435843699196
1998334000,-28.171200402653906,-88.51352901754149,-808.5135290175415
2004332000,-26.717753480412057,-81.64703032909168,-801.6470303290916
2010330000,-27.871253692919318,-88.02510604294427,-808.0251060429442
2016328000,-26.949485159543947,-105.85517366449564,-825.8551736644956
2022326000,-26.48190445672971,-85.58025836948121,-805.5802583694813
2028324000,-27.479993544772135,-88.5506655934946,-808.5506655934946
2034322000,-25.51225845439687,-96.44301825950302,-816.443018259503
2040320000,-25.292953724713854,-99.13090116871702,-819.1309011687171
2046318000,-26.354193382321412,-103.27861548209343,-823.2786154820934
2052316000,-24.90868077035163,-97.1751040234118,-817.1751040234118
2058314000,-25.456856975960577,-110.42209953247719,-830.4220995324772
2064312000,-24.312273908800677,-123.9796028647375,-843.9796028647374
2070310000,-24.438685463893677,-114.26865782000867,-834.2686578200087
2076308000,-25.311826330744267,-108.10456089192051,-828.1045608919205
2082306000,-23.926785881237894,-108.73628358847365,-828.7362835884736
2088304000,-24.585854709107593,-122.1423398848664,-842.1423398848664
2094302000,-24.464699501041597,-120.61932631555882,-840.6193263155589
2100300000,-24.54711687953909,-110.57818964821463,-830.5781896482147
2106298000,-23.65256528301398,-121.70943587642311,-841.7094358764231
2112296000,-24.959386965066763,-107.67191181586753,-827.6719118158676
2118294000,-24.062906401773255,-126.64716757272546,-846.6471675727255
2124292000,-24.58018217760322,-133.70450726057402,-853.704507260574
2130290000,-25.310397115228774,-126.78214505378537,-846.7821450537854
2136288000,-27.007288287392072,-131.345502259193,-851.345502259193
2142286000,-24.795415789072894,-136.6097047153272,-856.6097047153272
2148284000,-24.795249934537715,-141.35479125270473,-861.3547912527047
2154282000,-25.28846891115171,-133.6286965059219,-853.6286965059219
2160280000,-25.111275450701847,-157.06209484087617,-877.0620948408762
2166278000,-25.442261159555496,-149.60589148398253,-869.6058914839825
2172276000,-25.177813833387248,-160.34223241847783,-880.3422324184778
2178274000,-24.790399702964578,-157.05124178232074,-877.0512417823207
2184272000,-23.170629155490765,-154.61886043510955,-874.6188604351096
2190270000,-25.259968617262384,-168.93306954979792,-888.9330695497979
2196268000,-23.848772898720796,-156.35490767937685,-876.3549076793769
2202266000,-23.034979532139317,-165.98318134013297,-885.983181340133
2208264000,-22.96553371942682,-174.50065411953173,-894.5006541195318
2214262000,-22.118385074098246,-175.04193985148663,-895.0419398514866
2220260000,-21.793571019678417,-167.97364685188506,-887.9736468518851
2226258000,-22.13495307474354,-179.76072097545594,-899.7607209754559
2232256000,-20.91970858357751,-164.30689938834576,-884.3068993883458
2238254000,-20.125097063980636,-173.14783691932968,-893.1478369193296
2244252000,-21.682525976347364,-156.69512978918843,-876.6951297891884
2250250000,-21.92093828479427,-172.40467425134838,-892.4046742513484
2256248000,-23.534836350789927,-173.9434690174326,-893.9434690174326
2262246000,-21.62511018787807,-169.4601712359271,-889.4601712359271
2268244000,-24.226085754693045,-160.2592855423842,-880.2592855423842
2274242000,-24.017038568691184,-176.22015123368342,-896.2201512336834
2280240000,-25.220352135476784,177.67094082165895,-902.329059178341
2286238000,-22.91019961670871,166.74709281458865,-913.2529071854113
2292236000,-25.327723743511573,170.74197652659515,-909.2580234734048
2298234000,-25.171864889333698,172.3050802080679,-907.6949197919321
2304232000,-24.676993648139455,155.6275045462872,-924.3724954537128
2310230000,-25.94867567516459,168.05992596250806,-911.940074037492
2316228000,-23.25322410668486,152.6355340923452,-927.3644659076548
2322226000,-24.82831373956921,152.16797570900883,-927.8320242909912
2328224000,-25.628999614580493,145.821135720469,-934.178864279531
2334222000,-22.52237947250392,136.75690447335313,-943.2430955266468
2340220000,-23.0984487062514,147.38706265498408,-932.6129373450159
2346218000,-23.338482059072064,140.90012141576275,-939.0998785842372
2352216000,-22.393855109658375,136.8508241430381,-943.1491758569618
2358214000,-23.0324380711179,143.65571414587941,-936.3442858541206
2364212000,-22.29420333295733,142.41951802737066,-937.5804819726293
2370210000,-21.15783899485805,140.73633957953328,-939.2636604204667
2376208000,-21.632956821539334,148.11106661348347,-931.8889333865166
2382206000,-21.219600102159774,147.28912286499167,-932.7108771350083
2388204000,-21.709378089704273,145.15743871964787,-934.8425612803521
2394202000,-22.81186395445178,161.07324450186798,-918.926755498132
2400200000,-22.880709682846778,145.52582200035218,-934.4741779996478
2406198000,-24.608152989299906,143.0985718992481,-936.9014281007519
2412196000,-23.559325021211368,144.54371114725632,-935.4562888527437
2418194000,-24.033671127863983,129.15320786764914,-950.8467921323509
2424192000,-25.99647092890981,132.3596905277763,-947.6403094722236
2430190000,-23.510530983123697,124.13025664208712,-955.8697433579129
2436188000,-25.16843709944962,126.29145274207178,-953.7085472579282
2442186000,-24.392802431797467,119.89254835935145,-960.1074516406486
2448184000,-25.420733123033767,109.55731983631703,-970.442680163683
2454182000,-25.243855817401407,112.81650631106629,-967.1834936889337
2460180000,-22.88642185875218,104.08445016055657,-975.9155498394434
2466178000,-22.800392368586913,98.71945339591718,-981.2805466040828
2472176000,-24.329886247758218,101.03379634759295,-978.9662036524071
2478174000,-21.91398633280027,93.54663543885475,-986.4533645611452
2484172000,-21.693902184575848,87.93514618451742,-992.0648538154826
2490170000,-22.48652565061219,89.7925324901646,-990.2074675098354
2496168000,-21.3482709810486,91.57793966626386,-988.4220603337361
2502166000,-20.567202349532838,98.57577460489794,-981.4242253951021
2508164000,-20.468259015510068,97.29211617226059,-982.7078838277394
2514162000,-20.124353622557848,94.81788071359014,-985.1821192864098
2520160000,-20.093334887029,94.39831360539942,-985.6016863946006
2526158000,-20.848601406913648,90.87554594105967,-989.1244540589403
2532156000,-20.16132594273848,100.41651246170677,-979.5834875382932
2538154000,-19.99861403181148,105.77685671214368,-974.2231432878564
2544152000,-20.494068368163482,97.39385881597461,-982.6061411840254
2550150000,-21.30823883098813,105.02990301296002,-974.9700969870399
2556148000,-21.605039086345187,95.32514423688804,-984.674855763112
2562146000,-20.065601420598384,104.52608165909706,-975.473918340903
2568144000,-20.324730895206592,92.14791599130758,-987.8520840086924
2574142000,-19.41371453152509,87.01570730021962,-992.9842926997803
2580140000,-18.608662268415074,92.63703666829784,-987.3629633317022
2586138000,-21.018429072276827,86.28808006121399,-993.711919938786
2592136000,-20.582755964939533,86.7832928294267,-993.2167071705733
2598134000,-20.142151677183463,78.94757368259239,-1001.0524263174076
2604132000,-19.359679594803,89.53589718138599,-990.464102818614
2610130000,-19.55216856170973,73.83306586173481,-1006.1669341382652
2616128000,-18.58977527359413,72.95414899655307,-1007.045851003447
2622126000,-19.971388557940028,63.26380001846557,-1016.7361999815345
2628124000,-20.301113339519155,92.94687621623694,-987.0531237837631
2634122000,-18.423239323346458,73.48255766797764,-1006.5174423320224
2640120000,-19.498210000660006,55.582471111635215,-1024.4175288883648
2646118000,-18.61388688709089,52.37870715112101,-1027.621292848879
2652116000,-18.799591710956257,42.66910203159649,-1037.3308979684034
2658114000,-14.058585757206854,66.42245744838128,-1013.5775425516188
2664112000,-15.711083648214936,34.29656584867323,-1045.7034341513267
2670110000,-17.09760739604706,47.80989534462372,-1032.1901046553762
2676108000,-14.791649687661401,66.67154377068643,-1013.3284562293136
2682106000,-10.866346686098014,45.207612925564405,-1034.7923870744355
2688104000,-19.24043684470651,95.0776600533609,-984.9223399466391
