Simulated time B1 (s),Simulated angular velocity B1 (rad/s),Real time B1 (s),Real angular velocity B1 (rad/s),,Simulated time B2 (s),Simulated angular velocity B2 (rad/s),Real time B2 (s),Real angular velocity B2 (rad/s),,Simulated time B3 (s),Simulated angular velocity B3 (rad/s),Real time B3 (s),Real angular velocity B3 (rad/s)
3.934,9.46972,3.934,238.368,,3.934,225.379,3.934,238.79,,3.934,237.783,3.934,238.59
3.936,9.47078,3.936,238.649,,3.936,225.405,3.936,238.484,,3.936,237.785,3.936,237.884
3.938,9.47184,3.938,239.766,,3.938,225.43,3.938,238.27,,3.938,237.786,3.938,237.85
3.94,9.4729,3.94,240.087,,3.94,225.455,3.94,238.58,,3.94,237.787,3.94,239.666
3.942,9.47395,3.942,238.932,,3.942,225.48,3.942,238.797,,3.942,237.788,3.942,238.637
3.944,9.475,3.944,238.123,,3.944,225.505,3.944,238.949,,3.944,237.789,3.944,239.758
3.946,9.47605,3.946,238.477,,3.946,225.53,3.946,240.436,,3.946,237.79,3.946,239.622
3.948,9.4771,3.948,238.725,,3.948,225.555,3.948,239.636,,3.948,237.791,3.948,239.066
3.95,9.47815,3.95,238.899,,3.95,225.58,3.95,239.537,,3.95,237.792,3.95,239.598
3.952,9.47919,3.952,239.02,,3.952,225.605,3.952,238.546,,3.952,237.793,3.952,238.129
3.954,9.48023,3.954,240.026,,3.954,225.63,3.954,238.314,,3.954,237.794,3.954,238.021
3.956,9.48127,3.956,239.809,,3.956,225.654,3.956,238.611,,3.956,237.795,3.956,238.406
3.958,9.48231,3.958,238.737,,3.958,225.679,3.958,238.358,,3.958,237.796,3.958,238.675
3.96,9.48334,3.96,238.447,,3.96,225.704,3.96,238.642,,3.96,237.797,3.96,240.705
3.962,9.48438,3.962,238.244,,3.962,225.728,3.962,239.761,,3.962,237.797,3.962,239.364
3.964,9.48541,3.964,238.562,,3.964,225.753,3.964,239.624,,3.964,237.798,3.964,239.346
3.966,9.48644,3.966,238.785,,3.966,225.777,3.966,239.068,,3.966,237.799,3.966,238.413
3.968,9.48747,3.968,238.94,,3.968,225.802,3.968,238.678,,3.968,237.8,3.968,238.22
3.97,9.48849,3.97,239.97,,3.97,225.826,3.97,238.866,,3.97,237.801,3.97,239.466
3.972,9.48951,3.972,239.77,,3.972,225.85,3.972,238.997,,3.972,237.802,3.972,238.497
3.974,9.49053,3.974,238.71,,3.974,225.875,3.974,238.629,,3.974,237.803,3.974,238.739
3.976,9.49155,3.976,238.888,,3.976,225.899,3.976,238.832,,3.976,237.804,3.976,240.289
3.978,9.49257,3.978,238.553,,3.978,225.923,3.978,239.894,,3.978,237.805,3.978,239.073
3.98,9.49359,3.98,238.778,,3.98,225.947,3.98,239.717,,3.98,237.806,3.98,240.983
3.982,9.4946,3.982,238.936,,3.982,225.971,3.982,239.133,,3.982,237.807,3.982,238.178
3.984,9.49561,3.984,239.506,,3.984,225.995,3.984,238.724,,3.984,237.808,3.984,238.056
3.986,9.49662,3.986,239.906,,3.986,226.019,3.986,238.438,,3.986,237.809,3.986,237.97
3.988,9.49762,3.988,239.265,,3.988,226.043,3.988,238.698,,3.988,237.81,3.988,238.37
3.99,9.49863,3.99,238.817,,3.99,226.067,3.99,238.419,,3.99,237.811,3.99,239.571
3.992,9.49963,3.992,238.042,,3.992,226.091,3.992,239.605,,3.992,237.811,3.992,240.411
3.994,9.50063,3.994,238.881,,3.994,226.115,3.994,239.515,,3.994,237.812,3.994,238.698
3.996,9.50163,3.996,239.468,,3.996,226.139,3.996,239.912,,3.996,237.813,3.996,238.88
3.998,9.50263,3.998,239.879,,3.998,226.163,3.998,238.809,,3.998,237.814,3.998,238.547
4,9.50362,4,238.786,,4,226.186,4,238.497,,4,237.815,4,239.695
