Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad),,Input time stamp disturbance C1 (s) ,Input Angular Position  disturbance C1 (rad),Output time stamp  disturbance C1 (s),Output Angular Position C1 disturbance (rad),,Input time stamp disturbance C2 (s) ,Input Angular Position  disturbance C2 (rad),Output time stamp  disturbance C2 (s),Output Angular Position C2 disturbance (rad)
2.564,6.2832,2.564,5.90283,,2.564,156.4,2.564,154.701,,2.564,15.64,2.564,15.3799,,2.564,6.2832,2.564,5.92738,,2.564,156.4,2.564,137.299
2.566,6.2832,2.566,5.89363,,2.566,156.6,2.566,154.919,,2.566,15.66,2.566,15.4014,,2.566,6.2832,2.566,5.91817,,2.566,156.6,2.566,137.41
2.568,6.2832,2.568,5.88442,,2.568,156.8,2.568,155.14,,2.568,15.68,2.568,15.4198,,2.568,6.2832,2.568,5.90897,,2.568,156.8,2.568,137.523
2.57,6.2832,2.57,5.87829,,2.57,157,2.57,155.36,,2.57,15.7,2.57,15.4412,,2.57,6.2832,2.57,5.89976,,2.57,157,2.57,137.637
2.572,6.2832,2.572,5.86908,,2.572,157.2,2.572,155.578,,2.572,15.72,2.572,15.4597,,2.572,6.2832,2.572,5.89056,,2.572,157.2,2.572,137.753
2.574,6.2832,2.574,5.85988,,2.574,157.4,2.574,155.793,,2.574,15.74,2.574,15.4811,,2.574,6.2832,2.574,5.88136,,2.574,157.4,2.574,137.87
2.576,6.2832,2.576,5.85068,,2.576,157.6,2.576,156.011,,2.576,15.76,2.576,15.4995,,2.576,6.2832,2.576,5.87215,,2.576,157.6,2.576,137.986
2.578,6.2832,2.578,5.84147,,2.578,157.8,2.578,156.226,,2.578,15.78,2.578,15.5179,,2.578,6.2832,2.578,5.86295,,2.578,157.8,2.578,138.106
2.58,6.2832,2.58,5.83534,,2.58,158,2.58,156.44,,2.58,15.8,2.58,15.5394,,2.58,6.2832,2.58,5.85374,,2.58,158,2.58,138.229
2.582,6.2832,2.582,5.82613,,2.582,158.2,2.582,156.661,,2.582,15.82,2.582,15.5578,,2.582,6.2832,2.582,5.84454,,2.582,158.2,2.582,138.355
2.584,6.2832,2.584,5.82,,2.584,158.4,2.584,156.873,,2.584,15.84,2.584,15.5793,,2.584,6.2832,2.584,5.8384,,2.584,158.4,2.584,138.477
2.586,6.2832,2.586,5.81079,,2.586,158.6,2.586,157.088,,2.586,15.86,2.586,15.5977,,2.586,6.2832,2.586,5.8292,,2.586,158.6,2.586,138.606
2.588,6.2832,2.588,5.80466,,2.588,158.8,2.588,157.299,,2.588,15.88,2.588,15.6161,,2.588,6.2832,2.588,5.82,,2.588,158.8,2.588,138.732
2.59,6.2832,2.59,5.79545,,2.59,159,2.59,157.511,,2.59,15.9,2.59,15.6345,,2.59,6.2832,2.59,5.81386,,2.59,159,2.59,138.861
2.592,6.2832,2.592,5.78932,,2.592,159.2,2.592,157.726,,2.592,15.92,2.592,15.656,,2.592,6.2832,2.592,5.80772,,2.592,159.2,2.592,138.993
2.594,6.2832,2.594,5.78011,,2.594,159.4,2.594,157.938,,2.594,15.94,2.594,15.6744,,2.594,6.2832,2.594,5.79852,,2.594,159.4,2.594,139.131
2.596,6.2832,2.596,5.77398,,2.596,159.6,2.596,158.149,,2.596,15.96,2.596,15.6928,,2.596,6.2832,2.596,5.78932,,2.596,159.6,2.596,139.266
2.598,6.2832,2.598,5.76784,,2.598,159.8,2.598,158.367,,2.598,15.98,2.598,15.7143,,2.598,6.2832,2.598,5.78318,,2.598,159.8,2.598,139.401
2.6,6.2832,2.6,5.7617,,2.6,160,2.6,158.576,,2.6,16,2.6,15.7327,,2.6,6.2832,2.6,5.77704,,2.6,160,2.6,139.539
2.602,6.2832,2.602,5.75557,,2.602,160.2,2.602,158.784,,2.602,16.02,2.602,15.7511,,2.602,6.2832,2.602,5.77091,,2.602,160.2,2.602,139.677
2.604,6.2832,2.604,5.74943,,2.604,160.4,2.604,158.996,,2.604,16.04,2.604,15.7695,,2.604,6.2832,2.604,5.7617,,2.604,160.4,2.604,139.818
2.606,6.2832,2.606,5.74023,,2.606,160.6,2.606,159.202,,2.606,16.06,2.606,15.7879,,2.606,6.2832,2.606,5.75557,,2.606,160.6,2.606,139.962
2.608,6.2832,2.608,5.73716,,2.608,160.8,2.608,159.41,,2.608,16.08,2.608,15.8094,,2.608,6.2832,2.608,5.74943,,2.608,160.8,2.608,140.106
2.61,6.2832,2.61,5.73102,,2.61,161,2.61,159.619,,2.61,16.1,2.61,15.8278,,2.61,6.2832,2.61,5.7433,,2.61,161,2.61,140.257
2.612,6.2832,2.612,5.72489,,2.612,161.2,2.612,159.827,,2.612,16.12,2.612,15.8462,,2.612,6.2832,2.612,5.73716,,2.612,161.2,2.612,140.404
2.614,6.2832,2.614,5.71875,,2.614,161.4,2.614,160.039,,2.614,16.14,2.614,15.8646,,2.614,6.2832,2.614,5.73102,,2.614,161.4,2.614,140.554
2.616,6.2832,2.616,5.71262,,2.616,161.6,2.616,160.251,,2.616,16.16,2.616,15.883,,2.616,6.2832,2.616,5.72489,,2.616,161.6,2.616,140.705
2.618,6.2832,2.618,5.70955,,2.618,161.8,2.618,160.453,,2.618,16.18,2.618,15.9014,,2.618,6.2832,2.618,5.71875,,2.618,161.8,2.618,140.855
2.62,6.2832,2.62,5.70341,,2.62,162,2.62,160.659,,2.62,16.2,2.62,15.9199,,2.62,6.2832,2.62,5.71262,,2.62,162,2.62,141.011
2.622,6.2832,2.622,5.69728,,2.622,162.2,2.622,160.861,,2.622,16.22,2.622,15.9383,,2.622,6.2832,2.622,5.70648,,2.622,162.2,2.622,141.168
2.624,6.2832,2.624,5.69421,,2.624,162.4,2.624,161.067,,2.624,16.24,2.624,15.9567,,2.624,6.2832,2.624,5.70034,,2.624,162.4,2.624,141.324
2.626,6.2832,2.626,5.68807,,2.626,162.6,2.626,161.279,,2.626,16.26,2.626,15.9751,,2.626,6.2832,2.626,5.69728,,2.626,162.6,2.626,141.484
2.628,6.2832,2.628,5.685,,2.628,162.8,2.628,161.478,,2.628,16.28,2.628,15.9935,,2.628,6.2832,2.628,5.69114,,2.628,162.8,2.628,141.643
2.63,6.2832,2.63,5.67887,,2.63,163,2.63,161.681,,2.63,16.3,2.63,16.0119,,2.63,6.2832,2.63,5.685,,2.63,163,2.63,141.806
2.632,6.2832,2.632,5.6758,,2.632,163.2,2.632,161.883,,2.632,16.32,2.632,16.0303,,2.632,6.2832,2.632,5.68194,,2.632,163.2,2.632,141.969
2.634,6.2832,2.634,5.67273,,2.634,163.4,2.634,162.086,,2.634,16.34,2.634,16.0487,,2.634,6.2832,2.634,5.6758,,2.634,163.4,2.634,142.134
2.636,6.2832,2.636,5.66966,,2.636,163.6,2.636,162.285,,2.636,16.36,2.636,16.0671,,2.636,6.2832,2.636,5.67273,,2.636,163.6,2.636,142.3
2.638,6.2832,2.638,5.66353,,2.638,163.8,2.638,162.487,,2.638,16.38,2.638,16.0855,,2.638,6.2832,2.638,5.66966,,2.638,163.8,2.638,142.472
2.64,6.2832,2.64,5.66046,,2.64,164,2.64,162.69,,2.64,16.4,2.64,16.1039,,2.64,6.2832,2.64,5.66353,,2.64,164,2.64,142.641
2.642,6.2832,2.642,5.65739,,2.642,164.2,2.642,162.895,,2.642,16.42,2.642,16.1223,,2.642,6.2832,2.642,5.66046,,2.642,164.2,2.642,142.812
2.644,6.2832,2.644,5.65432,,2.644,164.4,2.644,163.095,,2.644,16.44,2.644,16.1407,,2.644,6.2832,2.644,5.65739,,2.644,164.4,2.644,142.984
2.646,6.2832,2.646,5.65126,,2.646,164.6,2.646,163.291,,2.646,16.46,2.646,16.1592,,2.646,6.2832,2.646,5.65432,,2.646,164.6,2.646,143.156
2.648,6.2832,2.648,5.65126,,2.648,164.8,2.648,163.491,,2.648,16.48,2.648,16.1776,,2.648,6.2832,2.648,5.65126,,2.648,164.8,2.648,143.331
2.65,6.2832,2.65,5.64819,,2.65,165,2.65,163.69,,2.65,16.5,2.65,16.1929,,2.65,6.2832,2.65,5.64819,,2.65,165,2.65,143.509
2.652,6.2832,2.652,5.64512,,2.652,165.2,2.652,163.889,,2.652,16.52,2.652,16.2113,,2.652,6.2832,2.652,5.64512,,2.652,165.2,2.652,143.687
2.654,6.2832,2.654,5.64205,,2.654,165.4,2.654,164.089,,2.654,16.54,2.654,16.2297,,2.654,6.2832,2.654,5.64205,,2.654,165.4,2.654,143.871
2.656,6.2832,2.656,5.63898,,2.656,165.6,2.656,164.285,,2.656,16.56,2.656,16.2481,,2.656,6.2832,2.656,5.63898,,2.656,165.6,2.656,144.052
2.658,6.2832,2.658,5.63898,,2.658,165.8,2.658,164.482,,2.658,16.58,2.658,16.2665,,2.658,6.2832,2.658,5.63592,,2.658,165.8,2.658,144.233
2.66,6.2832,2.66,5.63592,,2.66,166,2.66,164.678,,2.66,16.6,2.66,16.2819,,2.66,6.2832,2.66,5.63592,,2.66,166,2.66,144.417
2.662,6.2832,2.662,5.63592,,2.662,166.2,2.662,164.871,,2.662,16.62,2.662,16.3003,,2.662,6.2832,2.662,5.63285,,2.662,166.2,2.662,144.601
2.664,6.2832,2.664,5.63285,,2.664,166.4,2.664,165.074,,2.664,16.64,2.664,16.3187,,2.664,6.2832,2.664,5.62978,,2.664,166.4,2.664,144.785
2.666,6.2832,2.666,5.63285,,2.666,166.6,2.666,165.267,,2.666,16.66,2.666,16.3371,,2.666,6.2832,2.666,5.62978,,2.666,166.6,2.666,144.975
2.668,6.2832,2.668,5.62978,,2.668,166.8,2.668,165.46,,2.668,16.68,2.668,16.3555,,2.668,6.2832,2.668,5.62671,,2.668,166.8,2.668,145.162
2.67,6.2832,2.67,5.62978,,2.67,167,2.67,165.654,,2.67,16.7,2.67,16.3739,,2.67,6.2832,2.67,5.62671,,2.67,167,2.67,145.359
2.672,6.2832,2.672,5.62978,,2.672,167.2,2.672,165.847,,2.672,16.72,2.672,16.3893,,2.672,6.2832,2.672,5.62364,,2.672,167.2,2.672,145.552
2.674,6.2832,2.674,5.62671,,2.674,167.4,2.674,166.04,,2.674,16.74,2.674,16.4077,,2.674,6.2832,2.674,5.62364,,2.674,167.4,2.674,145.742
2.676,6.2832,2.676,5.62671,,2.676,167.6,2.676,166.233,,2.676,16.76,2.676,16.4261,,2.676,6.2832,2.676,5.62364,,2.676,167.6,2.676,145.939
2.678,6.2832,2.678,5.62671,,2.678,167.8,2.678,166.427,,2.678,16.78,2.678,16.4445,,2.678,6.2832,2.678,5.62058,,2.678,167.8,2.678,146.132
2.68,6.2832,2.68,5.62671,,2.68,168,2.68,166.626,,2.68,16.8,2.68,16.4598,,2.68,6.2832,2.68,5.62058,,2.68,168,2.68,146.328
2.682,6.2832,2.682,5.62671,,2.682,168.2,2.682,166.816,,2.682,16.82,2.682,16.4782,,2.682,6.2832,2.682,5.62058,,2.682,168.2,2.682,146.534
2.684,6.2832,2.684,5.62671,,2.684,168.4,2.684,167.007,,2.684,16.84,2.684,16.4966,,2.684,6.2832,2.684,5.62058,,2.684,168.4,2.684,146.733
2.686,6.2832,2.686,5.62671,,2.686,168.6,2.686,167.197,,2.686,16.86,2.686,16.512,,2.686,6.2832,2.686,5.62058,,2.686,168.6,2.686,146.933
2.688,6.2832,2.688,5.62671,,2.688,168.8,2.688,167.387,,2.688,16.88,2.688,16.5304,,2.688,6.2832,2.688,5.62058,,2.688,168.8,2.688,147.135
2.69,6.2832,2.69,5.62671,,2.69,169,2.69,167.577,,2.69,16.9,2.69,16.5488,,2.69,6.2832,2.69,5.62058,,2.69,169,2.69,147.338
2.692,6.2832,2.692,5.62671,,2.692,169.2,2.692,167.767,,2.692,16.92,2.692,16.5641,,2.692,6.2832,2.692,5.62058,,2.692,169.2,2.692,147.543
2.694,6.2832,2.694,5.62978,,2.694,169.4,2.694,167.958,,2.694,16.94,2.694,16.5825,,2.694,6.2832,2.694,5.62058,,2.694,169.4,2.694,147.752
2.696,6.2832,2.696,5.62978,,2.696,169.6,2.696,168.151,,2.696,16.96,2.696,16.6009,,2.696,6.2832,2.696,5.62058,,2.696,169.6,2.696,147.957
2.698,6.2832,2.698,5.62978,,2.698,169.8,2.698,168.338,,2.698,16.98,2.698,16.6194,,2.698,6.2832,2.698,5.62058,,2.698,169.8,2.698,148.172
2.7,6.2832,2.7,5.63285,,2.7,170,2.7,168.525,,2.7,17,2.7,16.6347,,2.7,6.2832,2.7,5.62364,,2.7,170,2.7,148.384
2.702,6.2832,2.702,5.63285,,2.702,170.2,2.702,168.712,,2.702,17.02,2.702,16.6531,,2.702,6.2832,2.702,5.62364,,2.702,170.2,2.702,148.596
2.704,6.2832,2.704,5.63592,,2.704,170.4,2.704,168.9,,2.704,17.04,2.704,16.6715,,2.704,6.2832,2.704,5.62364,,2.704,170.4,2.704,148.807
2.706,6.2832,2.706,5.63592,,2.706,170.6,2.706,169.087,,2.706,17.06,2.706,16.6869,,2.706,6.2832,2.706,5.62671,,2.706,170.6,2.706,149.019
2.708,6.2832,2.708,5.63898,,2.708,170.8,2.708,169.28,,2.708,17.08,2.708,16.7053,,2.708,6.2832,2.708,5.62671,,2.708,170.8,2.708,149.237
2.71,6.2832,2.71,5.63898,,2.71,171,2.71,169.464,,2.71,17.1,2.71,16.7206,,2.71,6.2832,2.71,5.62978,,2.71,171,2.71,149.455
2.712,6.2832,2.712,5.64205,,2.712,171.2,2.712,169.651,,2.712,17.12,2.712,16.739,,2.712,6.2832,2.712,5.62978,,2.712,171.2,2.712,149.672
2.714,6.2832,2.714,5.64205,,2.714,171.4,2.714,169.835,,2.714,17.14,2.714,16.7574,,2.714,6.2832,2.714,5.63285,,2.714,171.4,2.714,149.896
2.716,6.2832,2.716,5.64512,,2.716,171.6,2.716,170.019,,2.716,17.16,2.716,16.7728,,2.716,6.2832,2.716,5.63285,,2.716,171.6,2.716,150.117
2.718,6.2832,2.718,5.64819,,2.718,171.8,2.718,170.207,,2.718,17.18,2.718,16.7912,,2.718,6.2832,2.718,5.63592,,2.718,171.8,2.718,150.338
2.72,6.2832,2.72,5.65126,,2.72,172,2.72,170.391,,2.72,17.2,2.72,16.8065,,2.72,6.2832,2.72,5.63898,,2.72,172,2.72,150.559
2.722,6.2832,2.722,5.65432,,2.722,172.2,2.722,170.578,,2.722,17.22,2.722,16.8249,,2.722,6.2832,2.722,5.63898,,2.722,172.2,2.722,150.783
2.724,6.2832,2.724,5.65432,,2.724,172.4,2.724,170.765,,2.724,17.24,2.724,16.8433,,2.724,6.2832,2.724,5.64205,,2.724,172.4,2.724,151.007
2.726,6.2832,2.726,5.65739,,2.726,172.6,2.726,170.949,,2.726,17.26,2.726,16.8587,,2.726,6.2832,2.726,5.64512,,2.726,172.6,2.726,151.24
2.728,6.2832,2.728,5.66046,,2.728,172.8,2.728,171.13,,2.728,17.28,2.728,16.8771,,2.728,6.2832,2.728,5.64819,,2.728,172.8,2.728,151.467
2.73,6.2832,2.73,5.66353,,2.73,173,2.73,171.314,,2.73,17.3,2.73,16.8955,,2.73,6.2832,2.73,5.65126,,2.73,173,2.73,151.694
2.732,6.2832,2.732,5.6666,,2.732,173.2,2.732,171.498,,2.732,17.32,2.732,16.9108,,2.732,6.2832,2.732,5.65432,,2.732,173.2,2.732,151.924
2.734,6.2832,2.734,5.66966,,2.734,173.4,2.734,171.682,,2.734,17.34,2.734,16.9292,,2.734,6.2832,2.734,5.65432,,2.734,173.4,2.734,152.154
2.736,6.2832,2.736,5.67273,,2.736,173.6,2.736,171.863,,2.736,17.36,2.736,16.9446,,2.736,6.2832,2.736,5.65432,,2.736,173.6,2.736,152.388
2.738,6.2832,2.738,5.6758,,2.738,173.8,2.738,172.047,,2.738,17.38,2.738,16.963,,2.738,6.2832,2.738,5.65432,,2.738,173.8,2.738,152.621
2.74,6.2832,2.74,5.67887,,2.74,174,2.74,172.234,,2.74,17.4,2.74,16.9814,,2.74,6.2832,2.74,5.65432,,2.74,174,2.74,152.857
2.742,6.2832,2.742,5.685,,2.742,174.2,2.742,172.415,,2.742,17.42,2.742,16.9967,,2.742,6.2832,2.742,5.65432,,2.742,174.2,2.742,153.099
2.744,6.2832,2.744,5.68807,,2.744,174.4,2.744,172.596,,2.744,17.44,2.744,17.0151,,2.744,6.2832,2.744,5.65126,,2.744,174.4,2.744,153.336
2.746,6.2832,2.746,5.69114,,2.746,174.6,2.746,172.777,,2.746,17.46,2.746,17.0305,,2.746,6.2832,2.746,5.64819,,2.746,174.6,2.746,153.572
2.748,6.2832,2.748,5.69421,,2.748,174.8,2.748,172.958,,2.748,17.48,2.748,17.0489,,2.748,6.2832,2.748,5.64512,,2.748,174.8,2.748,153.811
2.75,6.2832,2.75,5.70034,,2.75,175,2.75,173.14,,2.75,17.5,2.75,17.0642,,2.75,6.2832,2.75,5.63898,,2.75,175,2.75,154.05
2.752,6.2832,2.752,5.70341,,2.752,175.2,2.752,173.321,,2.752,17.52,2.752,17.0826,,2.752,6.2832,2.752,5.63592,,2.752,175.2,2.752,154.29
2.754,6.2832,2.754,5.70648,,2.754,175.4,2.754,173.502,,2.754,17.54,2.754,17.101,,2.754,6.2832,2.754,5.62978,,2.754,175.4,2.754,154.535
2.756,6.2832,2.756,5.71262,,2.756,175.6,2.756,173.689,,2.756,17.56,2.756,17.1164,,2.756,6.2832,2.756,5.62364,,2.756,175.6,2.756,154.778
2.758,6.2832,2.758,5.71568,,2.758,175.8,2.758,173.867,,2.758,17.58,2.758,17.1348,,2.758,6.2832,2.758,5.61751,,2.758,175.8,2.758,155.029
2.76,6.2832,2.76,5.71875,,2.76,176,2.76,174.048,,2.76,17.6,2.76,17.1501,,2.76,6.2832,2.76,5.61137,,2.76,176,2.76,155.278
2.762,6.2832,2.762,5.72489,,2.762,176.2,2.762,174.226,,2.762,17.62,2.762,17.1685,,2.762,6.2832,2.762,5.60524,,2.762,176.2,2.762,155.523
2.764,6.2832,2.764,5.72796,,2.764,176.4,2.764,174.404,,2.764,17.64,2.764,17.1869,,2.764,6.2832,2.764,5.5991,,2.764,176.4,2.764,155.772
2.766,6.2832,2.766,5.73409,,2.766,176.6,2.766,174.585,,2.766,17.66,2.766,17.2023,,2.766,6.2832,2.766,5.59296,,2.766,176.6,2.766,156.017
2.768,6.2832,2.768,5.73716,,2.768,176.8,2.768,174.769,,2.768,17.68,2.768,17.2207,,2.768,6.2832,2.768,5.58683,,2.768,176.8,2.768,156.269
2.77,6.2832,2.77,5.7433,,2.77,177,2.77,174.947,,2.77,17.7,2.77,17.236,,2.77,6.2832,2.77,5.58069,,2.77,177,2.77,156.52
2.772,6.2832,2.772,5.74943,,2.772,177.2,2.772,175.125,,2.772,17.72,2.772,17.2544,,2.772,6.2832,2.772,5.57456,,2.772,177.2,2.772,156.772
2.774,6.2832,2.774,5.7525,,2.774,177.4,2.774,175.302,,2.774,17.74,2.774,17.2728,,2.774,6.2832,2.774,5.56842,,2.774,177.4,2.774,157.033
2.776,6.2832,2.776,5.75864,,2.776,177.6,2.776,175.48,,2.776,17.76,2.776,17.2882,,2.776,6.2832,2.776,5.56228,,2.776,177.6,2.776,157.287
2.778,6.2832,2.778,5.76477,,2.778,177.8,2.778,175.658,,2.778,17.78,2.778,17.3066,,2.778,6.2832,2.778,5.55615,,2.778,177.8,2.778,157.542
2.78,6.2832,2.78,5.76784,,2.78,178,2.78,175.836,,2.78,17.8,2.78,17.3219,,2.78,6.2832,2.78,5.55001,,2.78,178,2.78,157.8
2.782,6.2832,2.782,5.77398,,2.782,178.2,2.782,176.014,,2.782,17.82,2.782,17.3403,,2.782,6.2832,2.782,5.54694,,2.782,178.2,2.782,158.054
2.784,6.2832,2.784,5.78011,,2.784,178.4,2.784,176.198,,2.784,17.84,2.784,17.3587,,2.784,6.2832,2.784,5.54081,,2.784,178.4,2.784,158.315
2.786,6.2832,2.786,5.78625,,2.786,178.6,2.786,176.373,,2.786,17.86,2.786,17.3741,,2.786,6.2832,2.786,5.53774,,2.786,178.6,2.786,158.582
2.788,6.2832,2.788,5.78932,,2.788,178.8,2.788,176.551,,2.788,17.88,2.788,17.3925,,2.788,6.2832,2.788,5.5316,,2.788,178.8,2.788,158.84
2.79,6.2832,2.79,5.79545,,2.79,179,2.79,176.726,,2.79,17.9,2.79,17.4078,,2.79,6.2832,2.79,5.52854,,2.79,179,2.79,159.1
2.792,6.2832,2.792,5.80159,,2.792,179.2,2.792,176.904,,2.792,17.92,2.792,17.4262,,2.792,6.2832,2.792,5.52547,,2.792,179.2,2.792,159.361
2.794,6.2832,2.794,5.80772,,2.794,179.4,2.794,177.082,,2.794,17.94,2.794,17.4416,,2.794,6.2832,2.794,5.51933,,2.794,179.4,2.794,159.628
2.796,6.2832,2.796,5.81386,,2.796,179.6,2.796,177.257,,2.796,17.96,2.796,17.46,,2.796,6.2832,2.796,5.51626,,2.796,179.6,2.796,159.892
2.798,6.2832,2.798,5.82,,2.798,179.8,2.798,177.435,,2.798,17.98,2.798,17.4784,,2.798,6.2832,2.798,5.5132,,2.798,179.8,2.798,160.159
2.8,6.2832,2.8,5.82306,,2.8,180,2.8,177.616,,2.8,18,2.8,17.4937,,2.8,6.2832,2.8,5.51013,,2.8,180,2.8,160.426
2.802,6.2832,2.802,5.8292,,2.802,180.2,2.802,177.791,,2.802,18.02,2.802,17.5121,,2.802,6.2832,2.802,5.50706,,2.802,180.2,2.802,160.699
2.804,6.2832,2.804,5.83534,,2.804,180.4,2.804,177.965,,2.804,18.04,2.804,17.5306,,2.804,6.2832,2.804,5.50399,,2.804,180.4,2.804,160.969
2.806,6.2832,2.806,5.84147,,2.806,180.6,2.806,178.14,,2.806,18.06,2.806,17.5459,,2.806,6.2832,2.806,5.50092,,2.806,180.6,2.806,161.239
2.808,6.2832,2.808,5.84761,,2.808,180.8,2.808,178.318,,2.808,18.08,2.808,17.5643,,2.808,6.2832,2.808,5.50092,,2.808,180.8,2.808,161.509
2.81,6.2832,2.81,5.85374,,2.81,181,2.81,178.493,,2.81,18.1,2.81,17.5796,,2.81,6.2832,2.81,5.49786,,2.81,181,2.81,161.779
2.812,6.2832,2.812,5.85988,,2.812,181.2,2.812,178.668,,2.812,18.12,2.812,17.598,,2.812,6.2832,2.812,5.49479,,2.812,181.2,2.812,162.052
2.814,6.2832,2.814,5.86602,,2.814,181.4,2.814,178.843,,2.814,18.14,2.814,17.6165,,2.814,6.2832,2.814,5.49172,,2.814,181.4,2.814,162.328
2.816,6.2832,2.816,5.87215,,2.816,181.6,2.816,179.024,,2.816,18.16,2.816,17.6318,,2.816,6.2832,2.816,5.49172,,2.816,181.6,2.816,162.601
2.818,6.2832,2.818,5.87829,,2.818,181.8,2.818,179.199,,2.818,18.18,2.818,17.6502,,2.818,6.2832,2.818,5.48865,,2.818,181.8,2.818,162.883
2.82,6.2832,2.82,5.88442,,2.82,182,2.82,179.374,,2.82,18.2,2.82,17.6686,,2.82,6.2832,2.82,5.48865,,2.82,182,2.82,163.162
2.822,6.2832,2.822,5.89056,,2.822,182.2,2.822,179.545,,2.822,18.22,2.822,17.687,,2.822,6.2832,2.822,5.48865,,2.822,182.2,2.822,163.438
2.824,6.2832,2.824,5.8967,,2.824,182.4,2.824,179.72,,2.824,18.24,2.824,17.7024,,2.824,6.2832,2.824,5.48558,,2.824,182.4,2.824,163.718
2.826,6.2832,2.826,5.9059,,2.826,182.6,2.826,179.895,,2.826,18.26,2.826,17.7208,,2.826,6.2832,2.826,5.48558,,2.826,182.6,2.826,163.994
2.828,6.2832,2.828,5.91204,,2.828,182.8,2.828,180.073,,2.828,18.28,2.828,17.7392,,2.828,6.2832,2.828,5.48558,,2.828,182.8,2.828,164.276
2.83,6.2832,2.83,5.91817,,2.83,183,2.83,180.248,,2.83,18.3,2.83,17.7545,,2.83,6.2832,2.83,5.48558,,2.83,183,2.83,164.555
2.832,6.2832,2.832,5.92431,,2.832,183.2,2.832,180.42,,2.832,18.32,2.832,17.7729,,2.832,6.2832,2.832,5.48558,,2.832,183.2,2.832,164.841
2.834,6.2832,2.834,5.93044,,2.834,183.4,2.834,180.592,,2.834,18.34,2.834,17.7913,,2.834,6.2832,2.834,5.48558,,2.834,183.4,2.834,165.129
2.836,6.2832,2.836,5.93658,,2.836,183.6,2.836,180.767,,2.836,18.36,2.836,17.8097,,2.836,6.2832,2.836,5.48558,,2.836,183.6,2.836,165.414
2.838,6.2832,2.838,5.94272,,2.838,183.8,2.838,180.938,,2.838,18.38,2.838,17.8251,,2.838,6.2832,2.838,5.48558,,2.838,183.8,2.838,165.7
2.84,6.2832,2.84,5.94885,,2.84,184,2.84,181.113,,2.84,18.4,2.84,17.8435,,2.84,6.2832,2.84,5.48558,,2.84,184,2.84,165.985
2.842,6.2832,2.842,5.95806,,2.842,184.2,2.842,181.288,,2.842,18.42,2.842,17.8619,,2.842,6.2832,2.842,5.48558,,2.842,184.2,2.842,166.27
2.844,6.2832,2.844,5.96419,,2.844,184.4,2.844,181.463,,2.844,18.44,2.844,17.8772,,2.844,6.2832,2.844,5.48558,,2.844,184.4,2.844,166.556
2.846,6.2832,2.846,5.97033,,2.846,184.6,2.846,181.635,,2.846,18.46,2.846,17.8956,,2.846,6.2832,2.846,5.48865,,2.846,184.6,2.846,166.847
2.848,6.2832,2.848,5.97646,,2.848,184.8,2.848,181.807,,2.848,18.48,2.848,17.9141,,2.848,6.2832,2.848,5.48865,,2.848,184.8,2.848,167.135
2.85,6.2832,2.85,5.9826,,2.85,185,2.85,181.978,,2.85,18.5,2.85,17.9325,,2.85,6.2832,2.85,5.48865,,2.85,185,2.85,167.433
2.852,6.2832,2.852,5.98874,,2.852,185.2,2.852,182.153,,2.852,18.52,2.852,17.9509,,2.852,6.2832,2.852,5.49172,,2.852,185.2,2.852,167.724
2.854,6.2832,2.854,5.99487,,2.854,185.4,2.854,182.325,,2.854,18.54,2.854,17.9662,,2.854,6.2832,2.854,5.49172,,2.854,185.4,2.854,168.016
2.856,6.2832,2.856,6.00408,,2.856,185.6,2.856,182.497,,2.856,18.56,2.856,17.9846,,2.856,6.2832,2.856,5.49479,,2.856,185.6,2.856,168.31
2.858,6.2832,2.858,6.01021,,2.858,185.8,2.858,182.669,,2.858,18.58,2.858,18.003,,2.858,6.2832,2.858,5.49786,,2.858,185.8,2.858,168.602
2.86,6.2832,2.86,6.01635,,2.86,186,2.86,182.847,,2.86,18.6,2.86,18.0214,,2.86,6.2832,2.86,5.49786,,2.86,186,2.86,168.896
2.862,6.2832,2.862,6.02248,,2.862,186.2,2.862,183.015,,2.862,18.62,2.862,18.0398,,2.862,6.2832,2.862,5.50092,,2.862,186.2,2.862,169.2
2.864,6.2832,2.864,6.02862,,2.864,186.4,2.864,183.187,,2.864,18.64,2.864,18.0582,,2.864,6.2832,2.864,5.50399,,2.864,186.4,2.864,169.498
2.866,6.2832,2.866,6.03782,,2.866,186.6,2.866,183.359,,2.866,18.66,2.866,18.0736,,2.866,6.2832,2.866,5.50706,,2.866,186.6,2.866,169.795
2.868,6.2832,2.868,6.04396,,2.868,186.8,2.868,183.528,,2.868,18.68,2.868,18.092,,2.868,6.2832,2.868,5.51013,,2.868,186.8,2.868,170.09
2.87,6.2832,2.87,6.0501,,2.87,187,2.87,183.7,,2.87,18.7,2.87,18.1104,,2.87,6.2832,2.87,5.5132,,2.87,187,2.87,170.388
2.872,6.2832,2.872,6.05623,,2.872,187.2,2.872,183.871,,2.872,18.72,2.872,18.1288,,2.872,6.2832,2.872,5.51626,,2.872,187.2,2.872,170.688
