Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad),,Input time stamp disturbance C1 (s) ,Input Angular Position  disturbance C1 (rad),Output time stamp  disturbance C1 (s),Output Angular Position C1 disturbance (rad),,Input time stamp disturbance C2 (s) ,Input Angular Position  disturbance C2 (rad),Output time stamp  disturbance C2 (s),Output Angular Position C2 disturbance (rad)
2.194,6.2832,2.194,7.36934,,2.194,119.4,2.194,111.276,,2.194,11.94,2.194,11.1,,2.194,6.2832,2.194,7.37547,,2.194,119.4,2.194,110.626
2.196,6.2832,2.196,7.37547,,2.196,119.6,2.196,111.479,,2.196,11.96,2.196,11.1215,,2.196,6.2832,2.196,7.38468,,2.196,119.6,2.196,110.798
2.198,6.2832,2.198,7.38468,,2.198,119.8,2.198,111.684,,2.198,11.98,2.198,11.143,,2.198,6.2832,2.198,7.39081,,2.198,119.8,2.198,110.97
2.2,6.2832,2.2,7.39388,,2.2,120,2.2,111.896,,2.2,12,2.2,11.1675,,2.2,6.2832,2.2,7.40002,,2.2,120,2.2,111.138
2.202,6.2832,2.202,7.40308,,2.202,120.2,2.202,112.102,,2.202,12.02,2.202,11.189,,2.202,6.2832,2.202,7.40922,,2.202,120.2,2.202,111.31
2.204,6.2832,2.204,7.40922,,2.204,120.4,2.204,112.307,,2.204,12.04,2.204,11.2135,,2.204,6.2832,2.204,7.41536,,2.204,120.4,2.204,111.482
2.206,6.2832,2.206,7.41842,,2.206,120.6,2.206,112.516,,2.206,12.06,2.206,11.235,,2.206,6.2832,2.206,7.42456,,2.206,120.6,2.206,111.654
2.208,6.2832,2.208,7.42456,,2.208,120.8,2.208,112.724,,2.208,12.08,2.208,11.2596,,2.208,6.2832,2.208,7.4307,,2.208,120.8,2.208,111.829
2.21,6.2832,2.21,7.4307,,2.21,121,2.21,112.936,,2.21,12.1,2.21,11.2841,,2.21,6.2832,2.21,7.4399,,2.21,121,2.21,112
2.212,6.2832,2.212,7.43683,,2.212,121.2,2.212,113.145,,2.212,12.12,2.212,11.3056,,2.212,6.2832,2.212,7.44604,,2.212,121.2,2.212,112.169
2.214,6.2832,2.214,7.44297,,2.214,121.4,2.214,113.36,,2.214,12.14,2.214,11.3301,,2.214,6.2832,2.214,7.45217,,2.214,121.4,2.214,112.338
2.216,6.2832,2.216,7.4491,,2.216,121.6,2.216,113.577,,2.216,12.16,2.216,11.3516,,2.216,6.2832,2.216,7.45831,,2.216,121.6,2.216,112.507
2.218,6.2832,2.218,7.45524,,2.218,121.8,2.218,113.789,,2.218,12.18,2.218,11.3761,,2.218,6.2832,2.218,7.46444,,2.218,121.8,2.218,112.678
2.22,6.2832,2.22,7.46138,,2.22,122,2.22,114.004,,2.22,12.2,2.22,11.3976,,2.22,6.2832,2.22,7.46751,,2.22,122,2.22,112.847
2.222,6.2832,2.222,7.46751,,2.222,122.2,2.222,114.216,,2.222,12.22,2.222,11.4222,,2.222,6.2832,2.222,7.47365,,2.222,122.2,2.222,113.016
2.224,6.2832,2.224,7.47058,,2.224,122.4,2.224,114.433,,2.224,12.24,2.224,11.4467,,2.224,6.2832,2.224,7.47978,,2.224,122.4,2.224,113.188
2.226,6.2832,2.226,7.47672,,2.226,122.6,2.226,114.648,,2.226,12.26,2.226,11.4713,,2.226,6.2832,2.226,7.48285,,2.226,122.6,2.226,113.356
2.228,6.2832,2.228,7.47978,,2.228,122.8,2.228,114.866,,2.228,12.28,2.228,11.4927,,2.228,6.2832,2.228,7.48899,,2.228,122.8,2.228,113.525
2.23,6.2832,2.23,7.48285,,2.23,123,2.23,115.084,,2.23,12.3,2.23,11.5173,,2.23,6.2832,2.23,7.49206,,2.23,123,2.23,113.691
2.232,6.2832,2.232,7.48592,,2.232,123.2,2.232,115.311,,2.232,12.32,2.232,11.5418,,2.232,6.2832,2.232,7.49512,,2.232,123.2,2.232,113.86
2.234,6.2832,2.234,7.48899,,2.234,123.4,2.234,115.529,,2.234,12.34,2.234,11.5664,,2.234,6.2832,2.234,7.49819,,2.234,123.4,2.234,114.025
2.236,6.2832,2.236,7.49206,,2.236,123.6,2.236,115.75,,2.236,12.36,2.236,11.5878,,2.236,6.2832,2.236,7.50126,,2.236,123.6,2.236,114.191
2.238,6.2832,2.238,7.49512,,2.238,123.8,2.238,115.97,,2.238,12.38,2.238,11.6124,,2.238,6.2832,2.238,7.50433,,2.238,123.8,2.238,114.357
2.24,6.2832,2.24,7.49819,,2.24,124,2.24,116.191,,2.24,12.4,2.24,11.6369,,2.24,6.2832,2.24,7.5074,,2.24,124,2.24,114.525
2.242,6.2832,2.242,7.49819,,2.242,124.2,2.242,116.412,,2.242,12.42,2.242,11.6615,,2.242,6.2832,2.242,7.51046,,2.242,124.2,2.242,114.691
2.244,6.2832,2.244,7.50126,,2.244,124.4,2.244,116.639,,2.244,12.44,2.244,11.686,,2.244,6.2832,2.244,7.51046,,2.244,124.4,2.244,114.857
2.246,6.2832,2.246,7.50126,,2.246,124.6,2.246,116.863,,2.246,12.46,2.246,11.7075,,2.246,6.2832,2.246,7.51353,,2.246,124.6,2.246,115.019
2.248,6.2832,2.248,7.50433,,2.248,124.8,2.248,117.09,,2.248,12.48,2.248,11.732,,2.248,6.2832,2.248,7.51353,,2.248,124.8,2.248,115.182
2.25,6.2832,2.25,7.50433,,2.25,125,2.25,117.317,,2.25,12.5,2.25,11.7566,,2.25,6.2832,2.25,7.51353,,2.25,125,2.25,115.348
2.252,6.2832,2.252,7.50433,,2.252,125.2,2.252,117.541,,2.252,12.52,2.252,11.7811,,2.252,6.2832,2.252,7.5166,,2.252,125.2,2.252,115.513
2.254,6.2832,2.254,7.50433,,2.254,125.4,2.254,117.768,,2.254,12.54,2.254,11.8057,,2.254,6.2832,2.254,7.5166,,2.254,125.4,2.254,115.679
2.256,6.2832,2.256,7.50433,,2.256,125.6,2.256,117.995,,2.256,12.56,2.256,11.8302,,2.256,6.2832,2.256,7.5166,,2.256,125.6,2.256,115.842
