Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad)
1.526,6.2832,1.526,6.18202,,1.526,6.2832,1.526,6.18202,,1.526,5.26,1.526,4.70324
1.528,6.2832,1.528,6.18816,,1.528,6.2832,1.528,6.18816,,1.528,5.28,1.528,4.72472
1.53,6.2832,1.53,6.19736,,1.53,6.2832,1.53,6.19736,,1.53,5.3,1.53,4.74313
1.532,6.2832,1.532,6.2035,,1.532,6.2832,1.532,6.2035,,1.532,5.32,1.532,4.76154
1.534,6.2832,1.534,6.20963,,1.534,6.2832,1.534,6.20963,,1.534,5.34,1.534,4.77994
1.536,6.2832,1.536,6.21577,,1.536,6.2832,1.536,6.21577,,1.536,5.36,1.536,4.79835
1.538,6.2832,1.538,6.22497,,1.538,6.2832,1.538,6.22497,,1.538,5.38,1.538,4.81676
1.54,6.2832,1.54,6.23111,,1.54,6.2832,1.54,6.23111,,1.54,5.4,1.54,4.83517
1.542,6.2832,1.542,6.23724,,1.542,6.2832,1.542,6.23724,,1.542,5.42,1.542,4.85664
1.544,6.2832,1.544,6.24031,,1.544,6.2832,1.544,6.24031,,1.544,5.44,1.544,4.87505
1.546,6.2832,1.546,6.24645,,1.546,6.2832,1.546,6.24645,,1.546,5.46,1.546,4.89346
1.548,6.2832,1.548,6.25258,,1.548,6.2832,1.548,6.25258,,1.548,5.48,1.548,4.91187
1.55,6.2832,1.55,6.25872,,1.55,6.2832,1.55,6.25872,,1.55,5.5,1.55,4.93334
1.552,6.2832,1.552,6.26179,,1.552,6.2832,1.552,6.26179,,1.552,5.52,1.552,4.95175
1.554,6.2832,1.554,6.26792,,1.554,6.2832,1.554,6.26792,,1.554,5.54,1.554,4.97323
1.556,6.2832,1.556,6.27406,,1.556,6.2832,1.556,6.27406,,1.556,5.56,1.556,4.99164
1.558,6.2832,1.558,6.27713,,1.558,6.2832,1.558,6.27713,,1.558,5.58,1.558,5.01004
1.56,6.2832,1.56,6.2802,,1.56,6.2832,1.56,6.2802,,1.56,5.6,1.56,5.03152
1.562,6.2832,1.562,6.28633,,1.562,6.2832,1.562,6.28633,,1.562,5.62,1.562,5.04993
1.564,6.2832,1.564,6.2894,,1.564,6.2832,1.564,6.2894,,1.564,5.64,1.564,5.0714
1.566,6.2832,1.566,6.29247,,1.566,6.2832,1.566,6.29247,,1.566,5.66,1.566,5.08981
1.568,6.2832,1.568,6.2986,,1.568,6.2832,1.568,6.2986,,1.568,5.68,1.568,5.11129
1.57,6.2832,1.57,6.30167,,1.57,6.2832,1.57,6.30167,,1.57,5.7,1.57,5.1297
1.572,6.2832,1.572,6.30474,,1.572,6.2832,1.572,6.30474,,1.572,5.72,1.572,5.15117
1.574,6.2832,1.574,6.30781,,1.574,6.2832,1.574,6.30781,,1.574,5.74,1.574,5.16958
1.576,6.2832,1.576,6.31088,,1.576,6.2832,1.576,6.31088,,1.576,5.76,1.576,5.19106
1.578,6.2832,1.578,6.31394,,1.578,6.2832,1.578,6.31394,,1.578,5.78,1.578,5.21253
1.58,6.2832,1.58,6.31394,,1.58,6.2832,1.58,6.31394,,1.58,5.8,1.58,5.23094
1.582,6.2832,1.582,6.31701,,1.582,6.2832,1.582,6.31701,,1.582,5.82,1.582,5.25242
1.584,6.2832,1.584,6.32008,,1.584,6.2832,1.584,6.32008,,1.584,5.84,1.584,5.27389
1.586,6.2832,1.586,6.32315,,1.586,6.2832,1.586,6.32315,,1.586,5.86,1.586,5.2923
1.588,6.2832,1.588,6.32315,,1.588,6.2832,1.588,6.32315,,1.588,5.88,1.588,5.31378
1.59,6.2832,1.59,6.32622,,1.59,6.2832,1.59,6.32622,,1.59,5.9,1.59,5.33525
1.592,6.2832,1.592,6.32928,,1.592,6.2832,1.592,6.32928,,1.592,5.92,1.592,5.35366
1.594,6.2832,1.594,6.32928,,1.594,6.2832,1.594,6.32928,,1.594,5.94,1.594,5.37514
1.596,6.2832,1.596,6.33235,,1.596,6.2832,1.596,6.33235,,1.596,5.96,1.596,5.39661
1.598,6.2832,1.598,6.33235,,1.598,6.2832,1.598,6.33235,,1.598,5.98,1.598,5.41809
1.6,6.2832,1.6,6.33542,,1.6,6.2832,1.6,6.33542,,1.6,6,1.6,5.43956
1.602,6.2832,1.602,6.33542,,1.602,6.2832,1.602,6.33542,,1.602,6.02,1.602,5.46104
1.604,6.2832,1.604,6.33849,,1.604,6.2832,1.604,6.33849,,1.604,6.04,1.604,5.47945
1.606,6.2832,1.606,6.33849,,1.606,6.2832,1.606,6.33849,,1.606,6.06,1.606,5.50092
1.608,6.2832,1.608,6.33849,,1.608,6.2832,1.608,6.33849,,1.608,6.08,1.608,5.5224
1.61,6.2832,1.61,6.33849,,1.61,6.2832,1.61,6.33849,,1.61,6.1,1.61,5.54388
1.612,6.2832,1.612,6.34156,,1.612,6.2832,1.612,6.34156,,1.612,6.12,1.612,5.56535
1.614,6.2832,1.614,6.34156,,1.614,6.2832,1.614,6.34156,,1.614,6.14,1.614,5.58683
1.616,6.2832,1.616,6.34156,,1.616,6.2832,1.616,6.34156,,1.616,6.16,1.616,5.6083
1.618,6.2832,1.618,6.34156,,1.618,6.2832,1.618,6.34156,,1.618,6.18,1.618,5.62978
1.62,6.2832,1.62,6.34156,,1.62,6.2832,1.62,6.34156,,1.62,6.2,1.62,5.65126
1.622,6.2832,1.622,6.34462,,1.622,6.2832,1.622,6.34462,,1.622,6.22,1.622,5.67273
1.624,6.2832,1.624,6.34462,,1.624,6.2832,1.624,6.34462,,1.624,6.24,1.624,5.69421
1.626,6.2832,1.626,6.34462,,1.626,6.2832,1.626,6.34462,,1.626,6.26,1.626,5.71568
1.628,6.2832,1.628,6.34462,,1.628,6.2832,1.628,6.34462,,1.628,6.28,1.628,5.73716
1.63,6.2832,1.63,6.34462,,1.63,6.2832,1.63,6.34462,,1.63,6.3,1.63,5.75864
1.632,6.2832,1.632,6.34462,,1.632,6.2832,1.632,6.34462,,1.632,6.32,1.632,5.78011
1.634,6.2832,1.634,6.34462,,1.634,6.2832,1.634,6.34462,,1.634,6.34,1.634,5.80159
1.636,6.2832,1.636,6.34462,,1.636,6.2832,1.636,6.34462,,1.636,6.36,1.636,5.82306
1.638,6.2832,1.638,6.34462,,1.638,6.2832,1.638,6.34462,,1.638,6.38,1.638,5.84454
1.64,6.2832,1.64,6.34462,,1.64,6.2832,1.64,6.34462,,1.64,6.4,1.64,5.86602
1.642,6.2832,1.642,6.34462,,1.642,6.2832,1.642,6.34462,,1.642,6.42,1.642,5.88749
1.644,6.2832,1.644,6.34462,,1.644,6.2832,1.644,6.34462,,1.644,6.44,1.644,5.90897
1.646,6.2832,1.646,6.34462,,1.646,6.2832,1.646,6.34462,,1.646,6.46,1.646,5.93044
1.648,6.2832,1.648,6.34462,,1.648,6.2832,1.648,6.34462,,1.648,6.48,1.648,5.95192
1.65,6.2832,1.65,6.34462,,1.65,6.2832,1.65,6.34462,,1.65,6.5,1.65,5.9734
1.652,6.2832,1.652,6.34462,,1.652,6.2832,1.652,6.34462,,1.652,6.52,1.652,5.99487
1.654,6.2832,1.654,6.34462,,1.654,6.2832,1.654,6.34462,,1.654,6.54,1.654,6.01635
1.656,6.2832,1.656,6.34462,,1.656,6.2832,1.656,6.34462,,1.656,6.56,1.656,6.04089
1.658,6.2832,1.658,6.34462,,1.658,6.2832,1.658,6.34462,,1.658,6.58,1.658,6.06237
1.66,6.2832,1.66,6.34462,,1.66,6.2832,1.66,6.34462,,1.66,6.6,1.66,6.08078
1.662,6.2832,1.662,6.34462,,1.662,6.2832,1.662,6.34462,,1.662,6.62,1.662,6.10532
1.664,6.2832,1.664,6.34462,,1.664,6.2832,1.664,6.34462,,1.664,6.64,1.664,6.1268
1.666,6.2832,1.666,6.34462,,1.666,6.2832,1.666,6.34462,,1.666,6.66,1.666,6.14827
1.668,6.2832,1.668,6.34462,,1.668,6.2832,1.668,6.34462,,1.668,6.68,1.668,6.16975
1.67,6.2832,1.67,6.34462,,1.67,6.2832,1.67,6.34462,,1.67,6.7,1.67,6.19122
1.672,6.2832,1.672,6.34462,,1.672,6.2832,1.672,6.34462,,1.672,6.72,1.672,6.2127
1.674,6.2832,1.674,6.34462,,1.674,6.2832,1.674,6.34462,,1.674,6.74,1.674,6.23418
1.676,6.2832,1.676,6.34462,,1.676,6.2832,1.676,6.34462,,1.676,6.76,1.676,6.25565
1.678,6.2832,1.678,6.34462,,1.678,6.2832,1.678,6.34462,,1.678,6.78,1.678,6.27713
1.68,6.2832,1.68,6.34462,,1.68,6.2832,1.68,6.34462,,1.68,6.8,1.68,6.2986
1.682,6.2832,1.682,6.34462,,1.682,6.2832,1.682,6.34462,,1.682,6.82,1.682,6.32008
1.684,6.2832,1.684,6.34462,,1.684,6.2832,1.684,6.34462,,1.684,6.84,1.684,6.33849
1.686,6.2832,1.686,6.34462,,1.686,6.2832,1.686,6.34462,,1.686,6.86,1.686,6.35996
1.688,6.2832,1.688,6.34462,,1.688,6.2832,1.688,6.34462,,1.688,6.88,1.688,6.38144
1.69,6.2832,1.69,6.34462,,1.69,6.2832,1.69,6.34462,,1.69,6.9,1.69,6.40292
1.692,6.2832,1.692,6.34462,,1.692,6.2832,1.692,6.34462,,1.692,6.92,1.692,6.42439
1.694,6.2832,1.694,6.34462,,1.694,6.2832,1.694,6.34462,,1.694,6.94,1.694,6.44587
1.696,6.2832,1.696,6.34462,,1.696,6.2832,1.696,6.34462,,1.696,6.96,1.696,6.46734
1.698,6.2832,1.698,6.34462,,1.698,6.2832,1.698,6.34462,,1.698,6.98,1.698,6.48882
1.7,6.2832,1.7,6.34462,,1.7,6.2832,1.7,6.34462,,1.7,7,1.7,6.50723
1.702,6.2832,1.702,6.34462,,1.702,6.2832,1.702,6.34462,,1.702,7.02,1.702,6.5287
1.704,6.2832,1.704,6.34462,,1.704,6.2832,1.704,6.34462,,1.704,7.04,1.704,6.55018
1.706,6.2832,1.706,6.34462,,1.706,6.2832,1.706,6.34462,,1.706,7.06,1.706,6.57166
1.708,6.2832,1.708,6.34462,,1.708,6.2832,1.708,6.34462,,1.708,7.08,1.708,6.59313
1.71,6.2832,1.71,6.34462,,1.71,6.2832,1.71,6.34462,,1.71,7.1,1.71,6.61154
1.712,6.2832,1.712,6.34462,,1.712,6.2832,1.712,6.34462,,1.712,7.12,1.712,6.63302
1.714,6.2832,1.714,6.34462,,1.714,6.2832,1.714,6.34462,,1.714,7.14,1.714,6.65449
1.716,6.2832,1.716,6.34462,,1.716,6.2832,1.716,6.34462,,1.716,7.16,1.716,6.6729
1.718,6.2832,1.718,6.34462,,1.718,6.2832,1.718,6.34462,,1.718,7.18,1.718,6.69438
1.72,6.2832,1.72,6.34462,,1.72,6.2832,1.72,6.34462,,1.72,7.2,1.72,6.71585
1.722,6.2832,1.722,6.34462,,1.722,6.2832,1.722,6.34462,,1.722,7.22,1.722,6.73733
1.724,6.2832,1.724,6.34462,,1.724,6.2832,1.724,6.34462,,1.724,7.24,1.724,6.75574
1.726,6.2832,1.726,6.34462,,1.726,6.2832,1.726,6.34462,,1.726,7.26,1.726,6.77721
1.728,6.2832,1.728,6.34462,,1.728,6.2832,1.728,6.34462,,1.728,7.28,1.728,6.79562
1.73,6.2832,1.73,6.34462,,1.73,6.2832,1.73,6.34462,,1.73,7.3,1.73,6.8171
1.732,6.2832,1.732,6.34462,,1.732,6.2832,1.732,6.34462,,1.732,7.32,1.732,6.83857
1.734,6.2832,1.734,6.34462,,1.734,6.2832,1.734,6.34462,,1.734,7.34,1.734,6.85698
1.736,6.2832,1.736,6.34462,,1.736,6.2832,1.736,6.34462,,1.736,7.36,1.736,6.87846
1.738,6.2832,1.738,6.34462,,1.738,6.2832,1.738,6.34462,,1.738,7.38,1.738,6.89686
1.74,6.2832,1.74,6.34462,,1.74,6.2832,1.74,6.34462,,1.74,7.4,1.74,6.91834
1.742,6.2832,1.742,6.34462,,1.742,6.2832,1.742,6.34462,,1.742,7.42,1.742,6.93675
1.744,6.2832,1.744,6.34462,,1.744,6.2832,1.744,6.34462,,1.744,7.44,1.744,6.95822
1.746,6.2832,1.746,6.34462,,1.746,6.2832,1.746,6.34462,,1.746,7.46,1.746,6.97663
1.748,6.2832,1.748,6.34462,,1.748,6.2832,1.748,6.34462,,1.748,7.48,1.748,6.99811
1.75,6.2832,1.75,6.34462,,1.75,6.2832,1.75,6.34462,,1.75,7.5,1.75,7.01652
1.752,6.2832,1.752,6.34462,,1.752,6.2832,1.752,6.34462,,1.752,7.52,1.752,7.03799
1.754,6.2832,1.754,6.34462,,1.754,6.2832,1.754,6.34462,,1.754,7.54,1.754,7.0564
1.756,6.2832,1.756,6.34462,,1.756,6.2832,1.756,6.34462,,1.756,7.56,1.756,7.07481
1.758,6.2832,1.758,6.34462,,1.758,6.2832,1.758,6.34462,,1.758,7.58,1.758,7.09628
1.76,6.2832,1.76,6.34462,,1.76,6.2832,1.76,6.34462,,1.76,7.6,1.76,7.11469
1.762,6.2832,1.762,6.34462,,1.762,6.2832,1.762,6.34462,,1.762,7.62,1.762,7.13617
1.764,6.2832,1.764,6.34462,,1.764,6.2832,1.764,6.34462,,1.764,7.64,1.764,7.15458
1.766,6.2832,1.766,6.34462,,1.766,6.2832,1.766,6.34462,,1.766,7.66,1.766,7.17605
1.768,6.2832,1.768,6.34462,,1.768,6.2832,1.768,6.34462,,1.768,7.68,1.768,7.19446
1.77,6.2832,1.77,6.34462,,1.77,6.2832,1.77,6.34462,,1.77,7.7,1.77,7.21287
1.772,6.2832,1.772,6.34462,,1.772,6.2832,1.772,6.34462,,1.772,7.72,1.772,7.23128
1.774,6.2832,1.774,6.34462,,1.774,6.2832,1.774,6.34462,,1.774,7.74,1.774,7.25275
1.776,6.2832,1.776,6.34462,,1.776,6.2832,1.776,6.34462,,1.776,7.76,1.776,7.27116
1.778,6.2832,1.778,6.34462,,1.778,6.2832,1.778,6.34462,,1.778,7.78,1.778,7.28957
1.78,6.2832,1.78,6.34462,,1.78,6.2832,1.78,6.34462,,1.78,7.8,1.78,7.31104
1.782,6.2832,1.782,6.34462,,1.782,6.2832,1.782,6.34462,,1.782,7.82,1.782,7.32945
1.784,6.2832,1.784,6.34462,,1.784,6.2832,1.784,6.34462,,1.784,7.84,1.784,7.35093
1.786,6.2832,1.786,6.34462,,1.786,6.2832,1.786,6.34462,,1.786,7.86,1.786,7.36934
1.788,6.2832,1.788,6.34462,,1.788,6.2832,1.788,6.34462,,1.788,7.88,1.788,7.38774
1.79,6.2832,1.79,6.34462,,1.79,6.2832,1.79,6.34462,,1.79,7.9,1.79,7.40615
1.792,6.2832,1.792,6.34462,,1.792,6.2832,1.792,6.34462,,1.792,7.92,1.792,7.42763
1.794,6.2832,1.794,6.34462,,1.794,6.2832,1.794,6.34462,,1.794,7.94,1.794,7.44604
1.796,6.2832,1.796,6.34462,,1.796,6.2832,1.796,6.34462,,1.796,7.96,1.796,7.46444
1.798,6.2832,1.798,6.34462,,1.798,6.2832,1.798,6.34462,,1.798,7.98,1.798,7.48285
1.8,6.2832,1.8,6.34462,,1.8,6.2832,1.8,6.34462,,1.8,8,1.8,7.50433
1.802,6.2832,1.802,6.34462,,1.802,6.2832,1.802,6.34462,,1.802,8.02,1.802,7.52274
1.804,6.2832,1.804,6.34462,,1.804,6.2832,1.804,6.34462,,1.804,8.04,1.804,7.54114
1.806,6.2832,1.806,6.34462,,1.806,6.2832,1.806,6.34462,,1.806,8.06,1.806,7.55955
1.808,6.2832,1.808,6.34462,,1.808,6.2832,1.808,6.34462,,1.808,8.08,1.808,7.58103
1.81,6.2832,1.81,6.34462,,1.81,6.2832,1.81,6.34462,,1.81,8.1,1.81,7.59944
1.812,6.2832,1.812,6.34462,,1.812,6.2832,1.812,6.34462,,1.812,8.12,1.812,7.61784
1.814,6.2832,1.814,6.34462,,1.814,6.2832,1.814,6.34462,,1.814,8.14,1.814,7.63625
1.816,6.2832,1.816,6.34462,,1.816,6.2832,1.816,6.34462,,1.816,8.16,1.816,7.65773
1.818,6.2832,1.818,6.34462,,1.818,6.2832,1.818,6.34462,,1.818,8.18,1.818,7.67614
1.82,6.2832,1.82,6.34462,,1.82,6.2832,1.82,6.34462,,1.82,8.2,1.82,7.69454
1.822,6.2832,1.822,6.34462,,1.822,6.2832,1.822,6.34462,,1.822,8.22,1.822,7.71295
1.824,6.2832,1.824,6.34462,,1.824,6.2832,1.824,6.34462,,1.824,8.24,1.824,7.73443
1.826,6.2832,1.826,6.34462,,1.826,6.2832,1.826,6.34462,,1.826,8.26,1.826,7.75284
1.828,6.2832,1.828,6.34462,,1.828,6.2832,1.828,6.34462,,1.828,8.28,1.828,7.77124
1.83,6.2832,1.83,6.34462,,1.83,6.2832,1.83,6.34462,,1.83,8.3,1.83,7.78965
1.832,6.2832,1.832,6.34462,,1.832,6.2832,1.832,6.34462,,1.832,8.32,1.832,7.80806
1.834,6.2832,1.834,6.34462,,1.834,6.2832,1.834,6.34462,,1.834,8.34,1.834,7.82954
1.836,6.2832,1.836,6.34462,,1.836,6.2832,1.836,6.34462,,1.836,8.36,1.836,7.84794
1.838,6.2832,1.838,6.34462,,1.838,6.2832,1.838,6.34462,,1.838,8.38,1.838,7.86635
1.84,6.2832,1.84,6.34462,,1.84,6.2832,1.84,6.34462,,1.84,8.4,1.84,7.88476
1.842,6.2832,1.842,6.34462,,1.842,6.2832,1.842,6.34462,,1.842,8.42,1.842,7.90624
1.844,6.2832,1.844,6.34462,,1.844,6.2832,1.844,6.34462,,1.844,8.44,1.844,7.92464
1.846,6.2832,1.846,6.34462,,1.846,6.2832,1.846,6.34462,,1.846,8.46,1.846,7.94305
1.848,6.2832,1.848,6.34462,,1.848,6.2832,1.848,6.34462,,1.848,8.48,1.848,7.96453
1.85,6.2832,1.85,6.34462,,1.85,6.2832,1.85,6.34462,,1.85,8.5,1.85,7.98294
1.852,6.2832,1.852,6.34462,,1.852,6.2832,1.852,6.34462,,1.852,8.52,1.852,8.00134
1.854,6.2832,1.854,6.34462,,1.854,6.2832,1.854,6.34462,,1.854,8.54,1.854,8.01975
1.856,6.2832,1.856,6.34462,,1.856,6.2832,1.856,6.34462,,1.856,8.56,1.856,8.04123
1.858,6.2832,1.858,6.34462,,1.858,6.2832,1.858,6.34462,,1.858,8.58,1.858,8.05964
1.86,6.2832,1.86,6.34462,,1.86,6.2832,1.86,6.34462,,1.86,8.6,1.86,8.07804
1.862,6.2832,1.862,6.34462,,1.862,6.2832,1.862,6.34462,,1.862,8.62,1.862,8.09952
1.864,6.2832,1.864,6.34462,,1.864,6.2832,1.864,6.34462,,1.864,8.64,1.864,8.11793
1.866,6.2832,1.866,6.34462,,1.866,6.2832,1.866,6.34462,,1.866,8.66,1.866,8.13634
1.868,6.2832,1.868,6.34462,,1.868,6.2832,1.868,6.34462,,1.868,8.68,1.868,8.15474
1.87,6.2832,1.87,6.34462,,1.87,6.2832,1.87,6.34462,,1.87,8.7,1.87,8.17622
1.872,6.2832,1.872,6.34462,,1.872,6.2832,1.872,6.34462,,1.872,8.72,1.872,8.19463
1.874,6.2832,1.874,6.34462,,1.874,6.2832,1.874,6.34462,,1.874,8.74,1.874,8.21304
1.876,6.2832,1.876,6.34462,,1.876,6.2832,1.876,6.34462,,1.876,8.76,1.876,8.23451
1.878,6.2832,1.878,6.34462,,1.878,6.2832,1.878,6.34462,,1.878,8.78,1.878,8.25292
1.88,6.2832,1.88,6.34462,,1.88,6.2832,1.88,6.34462,,1.88,8.8,1.88,8.2744
1.882,6.2832,1.882,6.34462,,1.882,6.2832,1.882,6.34462,,1.882,8.82,1.882,8.2928
1.884,6.2832,1.884,6.34462,,1.884,6.2832,1.884,6.34462,,1.884,8.84,1.884,8.31121
1.886,6.2832,1.886,6.34462,,1.886,6.2832,1.886,6.34462,,1.886,8.86,1.886,8.33269
1.888,6.2832,1.888,6.34462,,1.888,6.2832,1.888,6.34462,,1.888,8.88,1.888,8.3511
1.89,6.2832,1.89,6.34462,,1.89,6.2832,1.89,6.34462,,1.89,8.9,1.89,8.37257
1.892,6.2832,1.892,6.34462,,1.892,6.2832,1.892,6.34462,,1.892,8.92,1.892,8.39098
1.894,6.2832,1.894,6.34462,,1.894,6.2832,1.894,6.34462,,1.894,8.94,1.894,8.40939
1.896,6.2832,1.896,6.34462,,1.896,6.2832,1.896,6.34462,,1.896,8.96,1.896,8.43086
1.898,6.2832,1.898,6.34462,,1.898,6.2832,1.898,6.34462,,1.898,8.98,1.898,8.45234
1.9,6.2832,1.9,6.34462,,1.9,6.2832,1.9,6.34462,,1.9,9,1.9,8.47075
1.902,6.2832,1.902,6.34462,,1.902,6.2832,1.902,6.34462,,1.902,9.02,1.902,8.49222
1.904,6.2832,1.904,6.34462,,1.904,6.2832,1.904,6.34462,,1.904,9.04,1.904,8.51063
1.906,6.2832,1.906,6.34462,,1.906,6.2832,1.906,6.34462,,1.906,9.06,1.906,8.53211
1.908,6.2832,1.908,6.34462,,1.908,6.2832,1.908,6.34462,,1.908,9.08,1.908,8.55052
1.91,6.2832,1.91,6.34462,,1.91,6.2832,1.91,6.34462,,1.91,9.1,1.91,8.57199
1.912,6.2832,1.912,6.34462,,1.912,6.2832,1.912,6.34462,,1.912,9.12,1.912,8.5904
1.914,6.2832,1.914,6.34462,,1.914,6.2832,1.914,6.34462,,1.914,9.14,1.914,8.61188
1.916,6.2832,1.916,6.34462,,1.916,6.2832,1.916,6.34462,,1.916,9.16,1.916,8.63335
1.918,6.2832,1.918,6.34462,,1.918,6.2832,1.918,6.34462,,1.918,9.18,1.918,8.65176
1.92,6.2832,1.92,6.34462,,1.92,6.2832,1.92,6.34462,,1.92,9.2,1.92,8.67324
1.922,6.2832,1.922,6.34462,,1.922,6.2832,1.922,6.34462,,1.922,9.22,1.922,8.69164
1.924,6.2832,1.924,6.34462,,1.924,6.2832,1.924,6.34462,,1.924,9.24,1.924,8.71312
1.926,6.2832,1.926,6.34462,,1.926,6.2832,1.926,6.34462,,1.926,9.26,1.926,8.73153
1.928,6.2832,1.928,6.34462,,1.928,6.2832,1.928,6.34462,,1.928,9.28,1.928,8.753
1.93,6.2832,1.93,6.34462,,1.93,6.2832,1.93,6.34462,,1.93,9.3,1.93,8.77448
1.932,6.2832,1.932,6.34462,,1.932,6.2832,1.932,6.34462,,1.932,9.32,1.932,8.79289
1.934,6.2832,1.934,6.34462,,1.934,6.2832,1.934,6.34462,,1.934,9.34,1.934,8.81436
1.936,6.2832,1.936,6.34462,,1.936,6.2832,1.936,6.34462,,1.936,9.36,1.936,8.83584
1.938,6.2832,1.938,6.34462,,1.938,6.2832,1.938,6.34462,,1.938,9.38,1.938,8.85425
1.94,6.2832,1.94,6.34462,,1.94,6.2832,1.94,6.34462,,1.94,9.4,1.94,8.87572
1.942,6.2832,1.942,6.34462,,1.942,6.2832,1.942,6.34462,,1.942,9.42,1.942,8.8972
1.944,6.2832,1.944,6.34462,,1.944,6.2832,1.944,6.34462,,1.944,9.44,1.944,8.91561
1.946,6.2832,1.946,6.34462,,1.946,6.2832,1.946,6.34462,,1.946,9.46,1.946,8.93708
1.948,6.2832,1.948,6.34462,,1.948,6.2832,1.948,6.34462,,1.948,9.48,1.948,8.95856
1.95,6.2832,1.95,6.34462,,1.95,6.2832,1.95,6.34462,,1.95,9.5,1.95,8.98004
1.952,6.2832,1.952,6.34462,,1.952,6.2832,1.952,6.34462,,1.952,9.52,1.952,8.99844
1.954,6.2832,1.954,6.34462,,1.954,6.2832,1.954,6.34462,,1.954,9.54,1.954,9.01992
1.956,6.2832,1.956,6.34462,,1.956,6.2832,1.956,6.34462,,1.956,9.56,1.956,9.0414
1.958,6.2832,1.958,6.34462,,1.958,6.2832,1.958,6.34462,,1.958,9.58,1.958,9.06287
1.96,6.2832,1.96,6.34462,,1.96,6.2832,1.96,6.34462,,1.96,9.6,1.96,9.08128
1.962,6.2832,1.962,6.34462,,1.962,6.2832,1.962,6.34462,,1.962,9.62,1.962,9.10276
1.964,6.2832,1.964,6.34462,,1.964,6.2832,1.964,6.34462,,1.964,9.64,1.964,9.12423
1.966,6.2832,1.966,6.34462,,1.966,6.2832,1.966,6.34462,,1.966,9.66,1.966,9.14571
1.968,6.2832,1.968,6.34462,,1.968,6.2832,1.968,6.34462,,1.968,9.68,1.968,9.16412
1.97,6.2832,1.97,6.34462,,1.97,6.2832,1.97,6.34462,,1.97,9.7,1.97,9.18559
1.972,6.2832,1.972,6.34462,,1.972,6.2832,1.972,6.34462,,1.972,9.72,1.972,9.20707
1.974,6.2832,1.974,6.34462,,1.974,6.2832,1.974,6.34462,,1.974,9.74,1.974,9.22854
1.976,6.2832,1.976,6.34462,,1.976,6.2832,1.976,6.34462,,1.976,9.76,1.976,9.24695
1.978,6.2832,1.978,6.34462,,1.978,6.2832,1.978,6.34462,,1.978,9.78,1.978,9.26843
1.98,6.2832,1.98,6.34462,,1.98,6.2832,1.98,6.34462,,1.98,9.8,1.98,9.2899
1.982,6.2832,1.982,6.34462,,1.982,6.2832,1.982,6.34462,,1.982,9.82,1.982,9.30831
1.984,6.2832,1.984,6.34462,,1.984,6.2832,1.984,6.34462,,1.984,9.84,1.984,9.32979
1.986,6.2832,1.986,6.34462,,1.986,6.2832,1.986,6.34462,,1.986,9.86,1.986,9.35126
1.988,6.2832,1.988,6.34462,,1.988,6.2832,1.988,6.34462,,1.988,9.88,1.988,9.37274
1.99,6.2832,1.99,6.34462,,1.99,6.2832,1.99,6.34462,,1.99,9.9,1.99,9.39115
1.992,6.2832,1.992,6.34462,,1.992,6.2832,1.992,6.34462,,1.992,9.92,1.992,9.41262
1.994,6.2832,1.994,6.34462,,1.994,6.2832,1.994,6.34462,,1.994,9.94,1.994,9.4341
1.996,6.2832,1.996,6.34462,,1.996,6.2832,1.996,6.34462,,1.996,9.96,1.996,9.45558
1.998,6.2832,1.998,6.34462,,1.998,6.2832,1.998,6.34462,,1.998,9.98,1.998,9.47398
2,6.2832,2,6.34462,,2,6.2832,2,6.34462,,2,10,2,9.49546
2.002,6.2832,2.002,6.34462,,2.002,6.2832,2.002,6.34462,,2.002,10.02,2.002,9.51694
2.004,6.2832,2.004,6.34462,,2.004,6.2832,2.004,6.34462,,2.004,10.04,2.004,9.53534
2.006,6.2832,2.006,6.34462,,2.006,6.2832,2.006,6.34462,,2.006,10.06,2.006,9.55682
2.008,6.2832,2.008,6.34462,,2.008,6.2832,2.008,6.34462,,2.008,10.08,2.008,9.5783
2.01,6.2832,2.01,6.34462,,2.01,6.2832,2.01,6.34462,,2.01,10.1,2.01,9.59977
2.012,6.2832,2.012,6.34462,,2.012,6.2832,2.012,6.34462,,2.012,10.12,2.012,9.61818
2.014,6.2832,2.014,6.34462,,2.014,6.2832,2.014,6.34462,,2.014,10.14,2.014,9.63966
2.016,6.2832,2.016,6.34462,,2.016,6.2832,2.016,6.34462,,2.016,10.16,2.016,9.65806
2.018,6.2832,2.018,6.34462,,2.018,6.2832,2.018,6.34462,,2.018,10.18,2.018,9.67954
2.02,6.2832,2.02,6.34462,,2.02,6.2832,2.02,6.34462,,2.02,10.2,2.02,9.70102
2.022,6.2832,2.022,6.34462,,2.022,6.2832,2.022,6.34462,,2.022,10.22,2.022,9.71942
2.024,6.2832,2.024,6.34462,,2.024,6.2832,2.024,6.34462,,2.024,10.24,2.024,9.7409
2.026,6.2832,2.026,6.34462,,2.026,6.2832,2.026,6.34462,,2.026,10.26,2.026,9.75931
2.028,6.2832,2.028,6.34462,,2.028,6.2832,2.028,6.34462,,2.028,10.28,2.028,9.78078
