Input time stamp C1 (s),Input Angular Position C1 (rad),Output time stamp C1 (s),Output Angular Position C1 (rad),,Input time stamp C2 (s) ,Input Angular Position C2 (rad),Output time stamp C2 (s),Output Angular Position C2 (rad),,Input time stamp C3 (s) ,Input Angular Position C3 (rad),Output time stamp C3 (s),Output Angular Position C3 (rad)
3.874,6.2832,3.874,6.34462,,3.874,6.2832,3.874,6.34462,,3.874,28.74,3.874,28.2379
3.876,6.2832,3.876,6.34462,,3.876,6.2832,3.876,6.34462,,3.876,28.76,3.876,28.2593
3.878,6.2832,3.878,6.34462,,3.878,6.2832,3.878,6.34462,,3.878,28.78,3.878,28.2778
3.88,6.2832,3.88,6.34462,,3.88,6.2832,3.88,6.34462,,3.88,28.8,3.88,28.2992
3.882,6.2832,3.882,6.34462,,3.882,6.2832,3.882,6.34462,,3.882,28.82,3.882,28.3176
3.884,6.2832,3.884,6.34462,,3.884,6.2832,3.884,6.34462,,3.884,28.84,3.884,28.3391
3.886,6.2832,3.886,6.34462,,3.886,6.2832,3.886,6.34462,,3.886,28.86,3.886,28.3606
3.888,6.2832,3.888,6.34462,,3.888,6.2832,3.888,6.34462,,3.888,28.88,3.888,28.3821
3.89,6.2832,3.89,6.34462,,3.89,6.2832,3.89,6.34462,,3.89,28.9,3.89,28.4005
3.892,6.2832,3.892,6.34462,,3.892,6.2832,3.892,6.34462,,3.892,28.92,3.892,28.422
3.894,6.2832,3.894,6.34462,,3.894,6.2832,3.894,6.34462,,3.894,28.94,3.894,28.4434
3.896,6.2832,3.896,6.34462,,3.896,6.2832,3.896,6.34462,,3.896,28.96,3.896,28.4618
3.898,6.2832,3.898,6.34462,,3.898,6.2832,3.898,6.34462,,3.898,28.98,3.898,28.4833
3.9,6.2832,3.9,6.34462,,3.9,6.2832,3.9,6.34462,,3.9,29,3.9,28.5017
3.902,6.2832,3.902,6.34462,,3.902,6.2832,3.902,6.34462,,3.902,29.02,3.902,28.5232
3.904,6.2832,3.904,6.34462,,3.904,6.2832,3.904,6.34462,,3.904,29.04,3.904,28.5447
3.906,6.2832,3.906,6.34462,,3.906,6.2832,3.906,6.34462,,3.906,29.06,3.906,28.5661
3.908,6.2832,3.908,6.34462,,3.908,6.2832,3.908,6.34462,,3.908,29.08,3.908,28.5846
3.91,6.2832,3.91,6.34462,,3.91,6.2832,3.91,6.34462,,3.91,29.1,3.91,28.606
3.912,6.2832,3.912,6.34462,,3.912,6.2832,3.912,6.34462,,3.912,29.12,3.912,28.6244
3.914,6.2832,3.914,6.34462,,3.914,6.2832,3.914,6.34462,,3.914,29.14,3.914,28.6459
3.916,6.2832,3.916,6.34462,,3.916,6.2832,3.916,6.34462,,3.916,29.16,3.916,28.6643
3.918,6.2832,3.918,6.34462,,3.918,6.2832,3.918,6.34462,,3.918,29.18,3.918,28.6858
3.92,6.2832,3.92,6.34462,,3.92,6.2832,3.92,6.34462,,3.92,29.2,3.92,28.7073
3.922,6.2832,3.922,6.34462,,3.922,6.2832,3.922,6.34462,,3.922,29.22,3.922,28.7257
3.924,6.2832,3.924,6.34462,,3.924,6.2832,3.924,6.34462,,3.924,29.24,3.924,28.7472
3.926,6.2832,3.926,6.34462,,3.926,6.2832,3.926,6.34462,,3.926,29.26,3.926,28.7656
3.928,6.2832,3.928,6.34462,,3.928,6.2832,3.928,6.34462,,3.928,29.28,3.928,28.787
3.93,6.2832,3.93,6.34462,,3.93,6.2832,3.93,6.34462,,3.93,29.3,3.93,28.8055
3.932,6.2832,3.932,6.34462,,3.932,6.2832,3.932,6.34462,,3.932,29.32,3.932,28.8269
3.934,6.2832,3.934,6.34462,,3.934,6.2832,3.934,6.34462,,3.934,29.34,3.934,28.8453
3.936,6.2832,3.936,6.34462,,3.936,6.2832,3.936,6.34462,,3.936,29.36,3.936,28.8668
3.938,6.2832,3.938,6.34462,,3.938,6.2832,3.938,6.34462,,3.938,29.38,3.938,28.8852
3.94,6.2832,3.94,6.34462,,3.94,6.2832,3.94,6.34462,,3.94,29.4,3.94,28.9036
3.942,6.2832,3.942,6.34462,,3.942,6.2832,3.942,6.34462,,3.942,29.42,3.942,28.9251
3.944,6.2832,3.944,6.34462,,3.944,6.2832,3.944,6.34462,,3.944,29.44,3.944,28.9435
3.946,6.2832,3.946,6.34462,,3.946,6.2832,3.946,6.34462,,3.946,29.46,3.946,28.965
3.948,6.2832,3.948,6.34462,,3.948,6.2832,3.948,6.34462,,3.948,29.48,3.948,28.9834
3.95,6.2832,3.95,6.34462,,3.95,6.2832,3.95,6.34462,,3.95,29.5,3.95,29.0049
3.952,6.2832,3.952,6.34462,,3.952,6.2832,3.952,6.34462,,3.952,29.52,3.952,29.0233
3.954,6.2832,3.954,6.34462,,3.954,6.2832,3.954,6.34462,,3.954,29.54,3.954,29.0417
3.956,6.2832,3.956,6.34462,,3.956,6.2832,3.956,6.34462,,3.956,29.56,3.956,29.0632
3.958,6.2832,3.958,6.34462,,3.958,6.2832,3.958,6.34462,,3.958,29.58,3.958,29.0816
3.96,6.2832,3.96,6.34462,,3.96,6.2832,3.96,6.34462,,3.96,29.6,3.96,29.103
3.962,6.2832,3.962,6.34462,,3.962,6.2832,3.962,6.34462,,3.962,29.62,3.962,29.1215
3.964,6.2832,3.964,6.34462,,3.964,6.2832,3.964,6.34462,,3.964,29.64,3.964,29.1429
3.966,6.2832,3.966,6.34462,,3.966,6.2832,3.966,6.34462,,3.966,29.66,3.966,29.1613
3.968,6.2832,3.968,6.34462,,3.968,6.2832,3.968,6.34462,,3.968,29.68,3.968,29.1797
3.97,6.2832,3.97,6.34462,,3.97,6.2832,3.97,6.34462,,3.97,29.7,3.97,29.1982
3.972,6.2832,3.972,6.34462,,3.972,6.2832,3.972,6.34462,,3.972,29.72,3.972,29.2196
3.974,6.2832,3.974,6.34462,,3.974,6.2832,3.974,6.34462,,3.974,29.74,3.974,29.238
3.976,6.2832,3.976,6.34462,,3.976,6.2832,3.976,6.34462,,3.976,29.76,3.976,29.2595
3.978,6.2832,3.978,6.34462,,3.978,6.2832,3.978,6.34462,,3.978,29.78,3.978,29.2779
3.98,6.2832,3.98,6.34462,,3.98,6.2832,3.98,6.34462,,3.98,29.8,3.98,29.2963
3.982,6.2832,3.982,6.34462,,3.982,6.2832,3.982,6.34462,,3.982,29.82,3.982,29.3178
3.984,6.2832,3.984,6.34462,,3.984,6.2832,3.984,6.34462,,3.984,29.84,3.984,29.3362
3.986,6.2832,3.986,6.34462,,3.986,6.2832,3.986,6.34462,,3.986,29.86,3.986,29.3546
3.988,6.2832,3.988,6.34462,,3.988,6.2832,3.988,6.34462,,3.988,29.88,3.988,29.373
3.99,6.2832,3.99,6.34462,,3.99,6.2832,3.99,6.34462,,3.99,29.9,3.99,29.3945
3.992,6.2832,3.992,6.34462,,3.992,6.2832,3.992,6.34462,,3.992,29.92,3.992,29.4129
3.994,6.2832,3.994,6.34462,,3.994,6.2832,3.994,6.34462,,3.994,29.94,3.994,29.4344
3.996,6.2832,3.996,6.34462,,3.996,6.2832,3.996,6.34462,,3.996,29.96,3.996,29.4528
3.998,6.2832,3.998,6.34462,,3.998,6.2832,3.998,6.34462,,3.998,29.98,3.998,29.4712
4,6.2832,4,6.34462,,4,6.2832,4,6.34462,,4,30,4,29.4927
4.002,6.2832,4.002,6.34462,,4.002,6.2832,4.002,6.34462,,4.002,30.02,4.002,29.5111
4.004,6.2832,4.004,6.34462,,4.004,6.2832,4.004,6.34462,,4.004,30.04,4.004,29.5295
4.006,6.2832,4.006,6.34462,,4.006,6.2832,4.006,6.34462,,4.006,30.06,4.006,29.551
4.008,6.2832,4.008,6.34462,,4.008,6.2832,4.008,6.34462,,4.008,30.08,4.008,29.5694
4.01,6.2832,4.01,6.34462,,4.01,6.2832,4.01,6.34462,,4.01,30.1,4.01,29.5878
4.012,6.2832,4.012,6.34462,,4.012,6.2832,4.012,6.34462,,4.012,30.12,4.012,29.6062
4.014,6.2832,4.014,6.34462,,4.014,6.2832,4.014,6.34462,,4.014,30.14,4.014,29.6277
4.016,6.2832,4.016,6.34462,,4.016,6.2832,4.016,6.34462,,4.016,30.16,4.016,29.6461
4.018,6.2832,4.018,6.34462,,4.018,6.2832,4.018,6.34462,,4.018,30.18,4.018,29.6645
4.02,6.2832,4.02,6.34462,,4.02,6.2832,4.02,6.34462,,4.02,30.2,4.02,29.686
4.022,6.2832,4.022,6.34462,,4.022,6.2832,4.022,6.34462,,4.022,30.22,4.022,29.7044
4.024,6.2832,4.024,6.34462,,4.024,6.2832,4.024,6.34462,,4.024,30.24,4.024,29.7228
4.026,6.2832,4.026,6.34462,,4.026,6.2832,4.026,6.34462,,4.026,30.26,4.026,29.7412
4.028,6.2832,4.028,6.34462,,4.028,6.2832,4.028,6.34462,,4.028,30.28,4.028,29.7627
4.03,6.2832,4.03,6.34462,,4.03,6.2832,4.03,6.34462,,4.03,30.3,4.03,29.7811
4.032,6.2832,4.032,6.34462,,4.032,6.2832,4.032,6.34462,,4.032,30.32,4.032,29.7995
4.034,6.2832,4.034,6.34462,,4.034,6.2832,4.034,6.34462,,4.034,30.34,4.034,29.821
4.036,6.2832,4.036,6.34462,,4.036,6.2832,4.036,6.34462,,4.036,30.36,4.036,29.8394
4.038,6.2832,4.038,6.34462,,4.038,6.2832,4.038,6.34462,,4.038,30.38,4.038,29.8578
4.04,6.2832,4.04,6.34462,,4.04,6.2832,4.04,6.34462,,4.04,30.4,4.04,29.8793
4.042,6.2832,4.042,6.34462,,4.042,6.2832,4.042,6.34462,,4.042,30.42,4.042,29.8977
4.044,6.2832,4.044,6.34462,,4.044,6.2832,4.044,6.34462,,4.044,30.44,4.044,29.9161
4.046,6.2832,4.046,6.34462,,4.046,6.2832,4.046,6.34462,,4.046,30.46,4.046,29.9375
4.048,6.2832,4.048,6.34462,,4.048,6.2832,4.048,6.34462,,4.048,30.48,4.048,29.956
4.05,6.2832,4.05,6.34462,,4.05,6.2832,4.05,6.34462,,4.05,30.5,4.05,29.9744
4.052,6.2832,4.052,6.34462,,4.052,6.2832,4.052,6.34462,,4.052,30.52,4.052,29.9958
4.054,6.2832,4.054,6.34462,,4.054,6.2832,4.054,6.34462,,4.054,30.54,4.054,30.0142
4.056,6.2832,4.056,6.34462,,4.056,6.2832,4.056,6.34462,,4.056,30.56,4.056,30.0327
4.058,6.2832,4.058,6.34462,,4.058,6.2832,4.058,6.34462,,4.058,30.58,4.058,30.0541
4.06,6.2832,4.06,6.34462,,4.06,6.2832,4.06,6.34462,,4.06,30.6,4.06,30.0725
4.062,6.2832,4.062,6.34462,,4.062,6.2832,4.062,6.34462,,4.062,30.62,4.062,30.0909
4.064,6.2832,4.064,6.34462,,4.064,6.2832,4.064,6.34462,,4.064,30.64,4.064,30.1124
4.066,6.2832,4.066,6.34462,,4.066,6.2832,4.066,6.34462,,4.066,30.66,4.066,30.1308
4.068,6.2832,4.068,6.34462,,4.068,6.2832,4.068,6.34462,,4.068,30.68,4.068,30.1523
4.07,6.2832,4.07,6.34462,,4.07,6.2832,4.07,6.34462,,4.07,30.7,4.07,30.1707
4.072,6.2832,4.072,6.34462,,4.072,6.2832,4.072,6.34462,,4.072,30.72,4.072,30.1891
4.074,6.2832,4.074,6.34462,,4.074,6.2832,4.074,6.34462,,4.074,30.74,4.074,30.2106
4.076,6.2832,4.076,6.34462,,4.076,6.2832,4.076,6.34462,,4.076,30.76,4.076,30.229
4.078,6.2832,4.078,6.34462,,4.078,6.2832,4.078,6.34462,,4.078,30.78,4.078,30.2505
4.08,6.2832,4.08,6.34462,,4.08,6.2832,4.08,6.34462,,4.08,30.8,4.08,30.2689
4.082,6.2832,4.082,6.34462,,4.082,6.2832,4.082,6.34462,,4.082,30.82,4.082,30.2904
4.084,6.2832,4.084,6.34462,,4.084,6.2832,4.084,6.34462,,4.084,30.84,4.084,30.3088
4.086,6.2832,4.086,6.34462,,4.086,6.2832,4.086,6.34462,,4.086,30.86,4.086,30.3302
4.088,6.2832,4.088,6.34462,,4.088,6.2832,4.088,6.34462,,4.088,30.88,4.088,30.3487
4.09,6.2832,4.09,6.34462,,4.09,6.2832,4.09,6.34462,,4.09,30.9,4.09,30.3701
4.092,6.2832,4.092,6.34462,,4.092,6.2832,4.092,6.34462,,4.092,30.92,4.092,30.3885
4.094,6.2832,4.094,6.34462,,4.094,6.2832,4.094,6.34462,,4.094,30.94,4.094,30.41
4.096,6.2832,4.096,6.34462,,4.096,6.2832,4.096,6.34462,,4.096,30.96,4.096,30.4284
4.098,6.2832,4.098,6.34462,,4.098,6.2832,4.098,6.34462,,4.098,30.98,4.098,30.4499
4.1,6.2832,4.1,6.34462,,4.1,6.2832,4.1,6.34462,,4.1,31,4.1,30.4714
4.102,6.2832,4.102,6.34462,,4.102,6.2832,4.102,6.34462,,4.102,31.02,4.102,30.4898
4.104,6.2832,4.104,6.34462,,4.104,6.2832,4.104,6.34462,,4.104,31.04,4.104,30.5113
4.106,6.2832,4.106,6.34462,,4.106,6.2832,4.106,6.34462,,4.106,31.06,4.106,30.5297
4.108,6.2832,4.108,6.34462,,4.108,6.2832,4.108,6.34462,,4.108,31.08,4.108,30.5511
4.11,6.2832,4.11,6.34462,,4.11,6.2832,4.11,6.34462,,4.11,31.1,4.11,30.5696
4.112,6.2832,4.112,6.34462,,4.112,6.2832,4.112,6.34462,,4.112,31.12,4.112,30.591
4.114,6.2832,4.114,6.34462,,4.114,6.2832,4.114,6.34462,,4.114,31.14,4.114,30.6125
4.116,6.2832,4.116,6.34462,,4.116,6.2832,4.116,6.34462,,4.116,31.16,4.116,30.6309
4.118,6.2832,4.118,6.34462,,4.118,6.2832,4.118,6.34462,,4.118,31.18,4.118,30.6524
4.12,6.2832,4.12,6.34462,,4.12,6.2832,4.12,6.34462,,4.12,31.2,4.12,30.6739
4.122,6.2832,4.122,6.34462,,4.122,6.2832,4.122,6.34462,,4.122,31.22,4.122,30.6923
4.124,6.2832,4.124,6.34462,,4.124,6.2832,4.124,6.34462,,4.124,31.24,4.124,30.7137
4.126,6.2832,4.126,6.34462,,4.126,6.2832,4.126,6.34462,,4.126,31.26,4.126,30.7352
4.128,6.2832,4.128,6.34462,,4.128,6.2832,4.128,6.34462,,4.128,31.28,4.128,30.7567
4.13,6.2832,4.13,6.34462,,4.13,6.2832,4.13,6.34462,,4.13,31.3,4.13,30.7751
4.132,6.2832,4.132,6.34462,,4.132,6.2832,4.132,6.34462,,4.132,31.32,4.132,30.7966
4.134,6.2832,4.134,6.34462,,4.134,6.2832,4.134,6.34462,,4.134,31.34,4.134,30.8181
4.136,6.2832,4.136,6.34462,,4.136,6.2832,4.136,6.34462,,4.136,31.36,4.136,30.8365
4.138,6.2832,4.138,6.34462,,4.138,6.2832,4.138,6.34462,,4.138,31.38,4.138,30.8579
4.14,6.2832,4.14,6.34462,,4.14,6.2832,4.14,6.34462,,4.14,31.4,4.14,30.8794
4.142,6.2832,4.142,6.34462,,4.142,6.2832,4.142,6.34462,,4.142,31.42,4.142,30.9009
4.144,6.2832,4.144,6.34462,,4.144,6.2832,4.144,6.34462,,4.144,31.44,4.144,30.9193
4.146,6.2832,4.146,6.34462,,4.146,6.2832,4.146,6.34462,,4.146,31.46,4.146,30.9408
4.148,6.2832,4.148,6.34462,,4.148,6.2832,4.148,6.34462,,4.148,31.48,4.148,30.9623
4.15,6.2832,4.15,6.34462,,4.15,6.2832,4.15,6.34462,,4.15,31.5,4.15,30.9837
4.152,6.2832,4.152,6.34462,,4.152,6.2832,4.152,6.34462,,4.152,31.52,4.152,31.0021
4.154,6.2832,4.154,6.34462,,4.154,6.2832,4.154,6.34462,,4.154,31.54,4.154,31.0236
4.156,6.2832,4.156,6.34462,,4.156,6.2832,4.156,6.34462,,4.156,31.56,4.156,31.0451
4.158,6.2832,4.158,6.34462,,4.158,6.2832,4.158,6.34462,,4.158,31.58,4.158,31.0666
4.16,6.2832,4.16,6.34462,,4.16,6.2832,4.16,6.34462,,4.16,31.6,4.16,31.088
4.162,6.2832,4.162,6.34462,,4.162,6.2832,4.162,6.34462,,4.162,31.62,4.162,31.1095
4.164,6.2832,4.164,6.34462,,4.164,6.2832,4.164,6.34462,,4.164,31.64,4.164,31.1279
4.166,6.2832,4.166,6.34462,,4.166,6.2832,4.166,6.34462,,4.166,31.66,4.166,31.1494
4.168,6.2832,4.168,6.34462,,4.168,6.2832,4.168,6.34462,,4.168,31.68,4.168,31.1709
4.17,6.2832,4.17,6.34462,,4.17,6.2832,4.17,6.34462,,4.17,31.7,4.17,31.1924
4.172,6.2832,4.172,6.34462,,4.172,6.2832,4.172,6.34462,,4.172,31.72,4.172,31.2108
4.174,6.2832,4.174,6.34462,,4.174,6.2832,4.174,6.34462,,4.174,31.74,4.174,31.2322
4.176,6.2832,4.176,6.34462,,4.176,6.2832,4.176,6.34462,,4.176,31.76,4.176,31.2537
4.178,6.2832,4.178,6.34462,,4.178,6.2832,4.178,6.34462,,4.178,31.78,4.178,31.2752
4.18,6.2832,4.18,6.34462,,4.18,6.2832,4.18,6.34462,,4.18,31.8,4.18,31.2967
4.182,6.2832,4.182,6.34462,,4.182,6.2832,4.182,6.34462,,4.182,31.82,4.182,31.3151
4.184,6.2832,4.184,6.34462,,4.184,6.2832,4.184,6.34462,,4.184,31.84,4.184,31.3366
4.186,6.2832,4.186,6.34462,,4.186,6.2832,4.186,6.34462,,4.186,31.86,4.186,31.358
4.188,6.2832,4.188,6.34462,,4.188,6.2832,4.188,6.34462,,4.188,31.88,4.188,31.3795
4.19,6.2832,4.19,6.34462,,4.19,6.2832,4.19,6.34462,,4.19,31.9,4.19,31.3979
4.192,6.2832,4.192,6.34462,,4.192,6.2832,4.192,6.34462,,4.192,31.92,4.192,31.4194
4.194,6.2832,4.194,6.34462,,4.194,6.2832,4.194,6.34462,,4.194,31.94,4.194,31.4409
4.196,6.2832,4.196,6.34462,,4.196,6.2832,4.196,6.34462,,4.196,31.96,4.196,31.4623
4.198,6.2832,4.198,6.34462,,4.198,6.2832,4.198,6.34462,,4.198,31.98,4.198,31.4807
4.2,6.2832,4.2,6.34462,,4.2,6.2832,4.2,6.34462,,4.2,32,4.2,31.5022
4.202,6.2832,4.202,6.34462,,4.202,6.2832,4.202,6.34462,,4.202,32.02,4.202,31.5237
4.204,6.2832,4.204,6.34462,,4.204,6.2832,4.204,6.34462,,4.204,32.04,4.204,31.5452
4.206,6.2832,4.206,6.34462,,4.206,6.2832,4.206,6.34462,,4.206,32.06,4.206,31.5636
4.208,6.2832,4.208,6.34462,,4.208,6.2832,4.208,6.34462,,4.208,32.08,4.208,31.5851
4.21,6.2832,4.21,6.34462,,4.21,6.2832,4.21,6.34462,,4.21,32.1,4.21,31.6065
4.212,6.2832,4.212,6.34462,,4.212,6.2832,4.212,6.34462,,4.212,32.12,4.212,31.6249
4.214,6.2832,4.214,6.34462,,4.214,6.2832,4.214,6.34462,,4.214,32.14,4.214,31.6464
4.216,6.2832,4.216,6.34462,,4.216,6.2832,4.216,6.34462,,4.216,32.16,4.216,31.6679
4.218,6.2832,4.218,6.34462,,4.218,6.2832,4.218,6.34462,,4.218,32.18,4.218,31.6863
4.22,6.2832,4.22,6.34462,,4.22,6.2832,4.22,6.34462,,4.22,32.2,4.22,31.7078
4.222,6.2832,4.222,6.34462,,4.222,6.2832,4.222,6.34462,,4.222,32.22,4.222,31.7293
4.224,6.2832,4.224,6.34462,,4.224,6.2832,4.224,6.34462,,4.224,32.24,4.224,31.7477
4.226,6.2832,4.226,6.34462,,4.226,6.2832,4.226,6.34462,,4.226,32.26,4.226,31.7691
4.228,6.2832,4.228,6.34462,,4.228,6.2832,4.228,6.34462,,4.228,32.28,4.228,31.7875
4.23,6.2832,4.23,6.34462,,4.23,6.2832,4.23,6.34462,,4.23,32.3,4.23,31.809
4.232,6.2832,4.232,6.34462,,4.232,6.2832,4.232,6.34462,,4.232,32.32,4.232,31.8305
4.234,6.2832,4.234,6.34462,,4.234,6.2832,4.234,6.34462,,4.234,32.34,4.234,31.8489
4.236,6.2832,4.236,6.34462,,4.236,6.2832,4.236,6.34462,,4.236,32.36,4.236,31.8704
4.238,6.2832,4.238,6.34462,,4.238,6.2832,4.238,6.34462,,4.238,32.38,4.238,31.8888
4.24,6.2832,4.24,6.34462,,4.24,6.2832,4.24,6.34462,,4.24,32.4,4.24,31.9103
4.242,6.2832,4.242,6.34462,,4.242,6.2832,4.242,6.34462,,4.242,32.42,4.242,31.9287
4.244,6.2832,4.244,6.34462,,4.244,6.2832,4.244,6.34462,,4.244,32.44,4.244,31.9471
4.246,6.2832,4.246,6.34462,,4.246,6.2832,4.246,6.34462,,4.246,32.46,4.246,31.9686
4.248,6.2832,4.248,6.34462,,4.248,6.2832,4.248,6.34462,,4.248,32.48,4.248,31.99
4.25,6.2832,4.25,6.34462,,4.25,6.2832,4.25,6.34462,,4.25,32.5,4.25,32.0084
4.252,6.2832,4.252,6.34462,,4.252,6.2832,4.252,6.34462,,4.252,32.52,4.252,32.0269
4.254,6.2832,4.254,6.34462,,4.254,6.2832,4.254,6.34462,,4.254,32.54,4.254,32.0483
4.256,6.2832,4.256,6.34462,,4.256,6.2832,4.256,6.34462,,4.256,32.56,4.256,32.0667
4.258,6.2832,4.258,6.34462,,4.258,6.2832,4.258,6.34462,,4.258,32.58,4.258,32.0882
4.26,6.2832,4.26,6.34462,,4.26,6.2832,4.26,6.34462,,4.26,32.6,4.26,32.1066
4.262,6.2832,4.262,6.34462,,4.262,6.2832,4.262,6.34462,,4.262,32.62,4.262,32.1281
4.264,6.2832,4.264,6.34462,,4.264,6.2832,4.264,6.34462,,4.264,32.64,4.264,32.1465
4.266,6.2832,4.266,6.34462,,4.266,6.2832,4.266,6.34462,,4.266,32.66,4.266,32.168
4.268,6.2832,4.268,6.34462,,4.268,6.2832,4.268,6.34462,,4.268,32.68,4.268,32.1864
4.27,6.2832,4.27,6.34462,,4.27,6.2832,4.27,6.34462,,4.27,32.7,4.27,32.2048
4.272,6.2832,4.272,6.34462,,4.272,6.2832,4.272,6.34462,,4.272,32.72,4.272,32.2263
4.274,6.2832,4.274,6.34462,,4.274,6.2832,4.274,6.34462,,4.274,32.74,4.274,32.2447
4.276,6.2832,4.276,6.34462,,4.276,6.2832,4.276,6.34462,,4.276,32.76,4.276,32.2631
4.278,6.2832,4.278,6.34462,,4.278,6.2832,4.278,6.34462,,4.278,32.78,4.278,32.2846
4.28,6.2832,4.28,6.34462,,4.28,6.2832,4.28,6.34462,,4.28,32.8,4.28,32.303
4.282,6.2832,4.282,6.34462,,4.282,6.2832,4.282,6.34462,,4.282,32.82,4.282,32.3214
4.284,6.2832,4.284,6.34462,,4.284,6.2832,4.284,6.34462,,4.284,32.84,4.284,32.3429
4.286,6.2832,4.286,6.34462,,4.286,6.2832,4.286,6.34462,,4.286,32.86,4.286,32.3613
4.288,6.2832,4.288,6.34462,,4.288,6.2832,4.288,6.34462,,4.288,32.88,4.288,32.3797
4.29,6.2832,4.29,6.34462,,4.29,6.2832,4.29,6.34462,,4.29,32.9,4.29,32.4011
4.292,6.2832,4.292,6.34462,,4.292,6.2832,4.292,6.34462,,4.292,32.92,4.292,32.4196
4.294,6.2832,4.294,6.34462,,4.294,6.2832,4.294,6.34462,,4.294,32.94,4.294,32.438
4.296,6.2832,4.296,6.34462,,4.296,6.2832,4.296,6.34462,,4.296,32.96,4.296,32.4594
4.298,6.2832,4.298,6.34462,,4.298,6.2832,4.298,6.34462,,4.298,32.98,4.298,32.4778
4.3,6.2832,4.3,6.34462,,4.3,6.2832,4.3,6.34462,,4.3,33,4.3,32.4963
4.302,6.2832,4.302,6.34462,,4.302,6.2832,4.302,6.34462,,4.302,33.02,4.302,32.5147
4.304,6.2832,4.304,6.34462,,4.304,6.2832,4.304,6.34462,,4.304,33.04,4.304,32.5361
4.306,6.2832,4.306,6.34462,,4.306,6.2832,4.306,6.34462,,4.306,33.06,4.306,32.5545
4.308,6.2832,4.308,6.34462,,4.308,6.2832,4.308,6.34462,,4.308,33.08,4.308,32.573
4.31,6.2832,4.31,6.34462,,4.31,6.2832,4.31,6.34462,,4.31,33.1,4.31,32.5944
4.312,6.2832,4.312,6.34462,,4.312,6.2832,4.312,6.34462,,4.312,33.12,4.312,32.6128
4.314,6.2832,4.314,6.34462,,4.314,6.2832,4.314,6.34462,,4.314,33.14,4.314,32.6312
4.316,6.2832,4.316,6.34462,,4.316,6.2832,4.316,6.34462,,4.316,33.16,4.316,32.6497
4.318,6.2832,4.318,6.34462,,4.318,6.2832,4.318,6.34462,,4.318,33.18,4.318,32.6711
4.32,6.2832,4.32,6.34462,,4.32,6.2832,4.32,6.34462,,4.32,33.2,4.32,32.6895
4.322,6.2832,4.322,6.34462,,4.322,6.2832,4.322,6.34462,,4.322,33.22,4.322,32.7079
4.324,6.2832,4.324,6.34462,,4.324,6.2832,4.324,6.34462,,4.324,33.24,4.324,32.7264
4.326,6.2832,4.326,6.34462,,4.326,6.2832,4.326,6.34462,,4.326,33.26,4.326,32.7478
4.328,6.2832,4.328,6.34462,,4.328,6.2832,4.328,6.34462,,4.328,33.28,4.328,32.7662
4.33,6.2832,4.33,6.34462,,4.33,6.2832,4.33,6.34462,,4.33,33.3,4.33,32.7846
4.332,6.2832,4.332,6.34462,,4.332,6.2832,4.332,6.34462,,4.332,33.32,4.332,32.8031
4.334,6.2832,4.334,6.34462,,4.334,6.2832,4.334,6.34462,,4.334,33.34,4.334,32.8245
4.336,6.2832,4.336,6.34462,,4.336,6.2832,4.336,6.34462,,4.336,33.36,4.336,32.8429
4.338,6.2832,4.338,6.34462,,4.338,6.2832,4.338,6.34462,,4.338,33.38,4.338,32.8613
4.34,6.2832,4.34,6.34462,,4.34,6.2832,4.34,6.34462,,4.34,33.4,4.34,32.8828
4.342,6.2832,4.342,6.34462,,4.342,6.2832,4.342,6.34462,,4.342,33.42,4.342,32.9012
4.344,6.2832,4.344,6.34462,,4.344,6.2832,4.344,6.34462,,4.344,33.44,4.344,32.9196
4.346,6.2832,4.346,6.34462,,4.346,6.2832,4.346,6.34462,,4.346,33.46,4.346,32.9411
4.348,6.2832,4.348,6.34462,,4.348,6.2832,4.348,6.34462,,4.348,33.48,4.348,32.9595
4.35,6.2832,4.35,6.34462,,4.35,6.2832,4.35,6.34462,,4.35,33.5,4.35,32.9779
4.352,6.2832,4.352,6.34462,,4.352,6.2832,4.352,6.34462,,4.352,33.52,4.352,32.9963
4.354,6.2832,4.354,6.34462,,4.354,6.2832,4.354,6.34462,,4.354,33.54,4.354,33.0178
4.356,6.2832,4.356,6.34462,,4.356,6.2832,4.356,6.34462,,4.356,33.56,4.356,33.0362
4.358,6.2832,4.358,6.34462,,4.358,6.2832,4.358,6.34462,,4.358,33.58,4.358,33.0546
4.36,6.2832,4.36,6.34462,,4.36,6.2832,4.36,6.34462,,4.36,33.6,4.36,33.0761
4.362,6.2832,4.362,6.34462,,4.362,6.2832,4.362,6.34462,,4.362,33.62,4.362,33.0945
4.364,6.2832,4.364,6.34462,,4.364,6.2832,4.364,6.34462,,4.364,33.64,4.364,33.1129
4.366,6.2832,4.366,6.34462,,4.366,6.2832,4.366,6.34462,,4.366,33.66,4.366,33.1344
4.368,6.2832,4.368,6.34462,,4.368,6.2832,4.368,6.34462,,4.368,33.68,4.368,33.1528
4.37,6.2832,4.37,6.34462,,4.37,6.2832,4.37,6.34462,,4.37,33.7,4.37,33.1712
4.372,6.2832,4.372,6.34462,,4.372,6.2832,4.372,6.34462,,4.372,33.72,4.372,33.1927
4.374,6.2832,4.374,6.34462,,4.374,6.2832,4.374,6.34462,,4.374,33.74,4.374,33.2111
4.376,6.2832,4.376,6.34462,,4.376,6.2832,4.376,6.34462,,4.376,33.76,4.376,33.2295
