Simulated time B1 (s),Simulated angular velocity B1 (rad/s),Real time B1 (s),Real angular velocity B1 (rad/s),,Simulated time B2 (s),Simulated angular velocity B2 (rad/s),Real time B2 (s),Real angular velocity B2 (rad/s),,Simulated time B3 (s),Simulated angular velocity B3 (rad/s),Real time B3 (s),Real angular velocity B3 (rad/s)
3.592,9.25324,3.592,239.413,,3.592,221.152,3.592,238.649,,3.592,239,3.592,240.223
3.594,9.25473,3.594,239.841,,3.594,221.188,3.594,238.846,,3.594,239,3.594,239.947
3.596,9.25622,3.596,240.6,,3.596,221.224,3.596,238.983,,3.596,239,3.596,240.214
3.598,9.25771,3.598,240.211,,3.598,221.259,3.598,239.079,,3.598,239,3.598,239.021
3.6,9.2592,3.6,239.479,,3.6,221.295,3.6,240.988,,3.6,239,3.6,239.106
3.602,9.26068,3.602,239.426,,3.602,221.33,3.602,239.562,,3.602,239,3.602,238.705
3.604,9.26216,3.604,238.929,,3.604,221.366,3.604,239.945,,3.604,239,3.604,239.805
3.606,9.26363,3.606,239.042,,3.606,221.401,3.606,239.292,,3.606,239,3.606,239.195
3.608,9.2651,3.608,239.12,,3.608,221.436,3.608,238.836,,3.608,239,3.608,240.608
3.61,9.26657,3.61,240.096,,3.61,221.471,3.61,239.436,,3.61,239,3.61,239.757
3.612,9.26804,3.612,240.319,,3.612,221.506,3.612,239.397,,3.612,239,3.612,240.081
3.614,9.2695,3.614,240.014,,3.614,221.541,3.614,239.369,,3.614,239,3.614,238.928
3.616,9.27097,3.616,239.341,,3.616,221.576,3.616,240.73,,3.616,239,3.616,238.58
3.618,9.27242,3.618,239.33,,3.618,221.611,3.618,240.302,,3.618,239,3.618,239.258
3.62,9.27388,3.62,239.322,,3.62,221.646,3.62,239.543,,3.62,239,3.62,239.272
3.622,9.27533,3.622,239.317,,3.622,221.68,3.622,239.011,,3.622,239,3.622,239.281
3.624,9.27678,3.624,238.853,,3.624,221.715,3.624,238.639,,3.624,239,3.624,240.669
3.626,9.27823,3.626,240.829,,3.626,221.75,3.626,238.838,,3.626,239,3.626,240.259
3.628,9.27967,3.628,239.911,,3.628,221.784,3.628,239.438,,3.628,239,3.628,239.512
3.63,9.28111,3.63,240.649,,3.63,221.819,3.63,239.398,,3.63,239,3.63,238.99
3.632,9.28255,3.632,238.865,,3.632,221.853,3.632,240.75,,3.632,239,3.632,238.624
3.634,9.28398,3.634,238.537,,3.634,221.887,3.634,240.316,,3.634,239,3.634,239.288
3.636,9.28542,3.636,239.227,,3.636,221.921,3.636,239.552,,3.636,239,3.636,239.293
3.638,9.28684,3.638,239.25,,3.638,221.956,3.638,239.018,,3.638,239,3.638,239.296
3.64,9.28827,3.64,240.647,,3.64,221.99,3.64,239.104,,3.64,239,3.64,240.679
3.642,9.28969,3.642,240.244,,3.642,222.024,3.642,239.164,,3.642,239,3.642,240.267
3.644,9.29112,3.644,239.962,,3.644,222.058,3.644,239.206,,3.644,239,3.644,239.518
3.646,9.29253,3.646,239.304,,3.646,222.092,3.646,239.235,,3.646,239,3.646,238.993
3.648,9.29395,3.648,238.844,,3.648,222.125,3.648,240.636,,3.648,239,3.648,239.087
3.65,9.29536,3.65,238.982,,3.65,222.159,3.65,239.777,,3.65,239,3.65,239.152
3.652,9.29677,3.652,239.079,,3.652,222.193,3.652,239.635,,3.652,239,3.652,239.197
3.654,9.29818,3.654,239.146,,3.654,222.226,3.654,239.075,,3.654,239,3.654,239.69
3.656,9.29958,3.656,239.194,,3.656,222.26,3.656,239.144,,3.656,239,3.656,240.034
3.658,9.30098,3.658,240.607,,3.658,222.293,3.658,239.192,,3.658,239,3.658,240.735
3.66,9.30238,3.66,240.216,,3.66,222.327,3.66,239.226,,3.66,239,3.66,239.386
3.662,9.30377,3.662,239.482,,3.662,222.36,3.662,240.17,,3.662,239,3.662,238.901
3.664,9.30517,3.664,238.969,,3.664,222.393,3.664,240.83,,3.664,239,3.664,239.022
3.666,9.30656,3.666,239.069,,3.666,222.427,3.666,239.912,,3.666,239,3.666,239.107
3.668,9.30794,3.668,239.14,,3.668,222.46,3.668,239.27,,3.668,239,3.668,239.166
3.67,9.30933,3.67,239.649,,3.67,222.493,3.67,238.82,,3.67,239,3.67,240.128
3.672,9.31071,3.672,240.006,,3.672,222.526,3.672,238.965,,3.672,239,3.672,240.341
3.674,9.31209,3.674,240.255,,3.674,222.559,3.674,239.067,,3.674,239,3.674,239.57
3.676,9.31346,3.676,239.51,,3.676,222.592,3.676,239.138,,3.676,239,3.676,239.49
3.678,9.31484,3.678,239.448,,3.678,222.625,3.678,240.568,,3.678,239,3.678,238.974
3.68,9.31621,3.68,239.405,,3.68,222.657,3.68,239.729,,3.68,239,3.68,239.073
3.682,9.31757,3.682,239.375,,3.682,222.69,3.682,240.062,,3.682,239,3.682,239.142
3.684,9.31894,3.684,238.893,,3.684,222.723,3.684,239.374,,3.684,239,3.684,239.191
3.686,9.3203,3.686,239.016,,3.686,222.755,3.686,238.893,,3.686,239,3.686,240.145
3.688,9.32166,3.688,240.483,,3.688,222.788,3.688,239.016,,3.688,239,3.688,239.893
3.69,9.32302,3.69,240.59,,3.69,222.82,3.69,239.563,,3.69,239,3.69,240.176
3.692,9.32437,3.692,240.204,,3.692,222.852,3.692,239.485,,3.692,239,3.692,238.994
3.694,9.32572,3.694,239.014,,3.694,222.885,3.694,240.351,,3.694,239,3.694,239.087
3.696,9.32707,3.696,238.641,,3.696,222.917,3.696,240.497,,3.696,239,3.696,239.152
3.698,9.32842,3.698,238.84,,3.698,222.949,3.698,239.219,,3.698,239,3.698,239.198
3.7,9.32976,3.7,239.439,,3.7,222.981,3.7,239.244,,3.7,239,3.7,239.23
3.702,9.3311,3.702,239.399,,3.702,223.013,3.702,238.802,,3.702,239,3.702,240.633
3.704,9.33244,3.704,240.291,,3.704,223.045,3.704,238.953,,3.704,239,3.704,239.774
3.706,9.33377,3.706,239.995,,3.706,223.077,3.706,239.518,,3.706,239,3.706,239.633
3.708,9.33511,3.708,240.248,,3.708,223.109,3.708,239.454,,3.708,239,3.708,239.534
3.71,9.33644,3.71,239.504,,3.71,223.141,3.71,240.329,,3.71,239,3.71,239.005
3.712,9.33776,3.712,238.984,,3.712,223.173,3.712,240.482,,3.712,239,3.712,239.095
3.714,9.33909,3.714,238.62,,3.714,223.204,3.714,239.208,,3.714,239,3.714,239.157
3.716,9.34041,3.716,239.285,,3.716,223.236,3.716,238.777,,3.716,239,3.716,239.201
3.718,9.34173,3.718,239.291,,3.718,223.267,3.718,238.935,,3.718,239,3.718,240.613
3.72,9.34304,3.72,241.136,,3.72,223.299,3.72,239.506,,3.72,239,3.72,240.68
3.722,9.34436,3.722,240.126,,3.722,223.33,3.722,239.445,,3.722,239,3.722,239.807
3.724,9.34567,3.724,239.879,,3.724,223.361,3.724,239.403,,3.724,239,3.724,239.196
3.726,9.34698,3.726,238.786,,3.726,223.393,3.726,240.294,,3.726,239,3.726,238.768
3.728,9.34828,3.728,238.942,,3.728,223.424,3.728,239.997,,3.728,239,3.728,238.929
3.73,9.34959,3.73,239.05,,3.73,223.455,3.73,239.789,,3.73,239,3.73,239.041
3.732,9.35089,3.732,239.126,,3.732,223.486,3.732,239.183,,3.732,239,3.732,239.12
3.734,9.35219,3.734,239.18,,3.734,223.517,3.734,239.219,,3.734,239,3.734,240.556
3.736,9.35348,3.736,240.598,,3.736,223.548,3.736,239.245,,3.736,239,3.736,240.18
3.738,9.35478,3.738,240.21,,3.738,223.579,3.738,239.263,,3.738,239,3.738,239.917
3.74,9.35607,3.74,239.478,,3.74,223.61,3.74,240.195,,3.74,239,3.74,238.813
3.742,9.35735,3.742,238.965,,3.742,223.641,3.742,240.388,,3.742,239,3.742,238.96
3.744,9.35864,3.744,239.067,,3.744,223.671,3.744,239.603,,3.744,239,3.744,239.063
3.746,9.35992,3.746,239.138,,3.746,223.702,3.746,239.513,,3.746,239,3.746,239.596
3.748,9.3612,3.748,239.188,,3.748,223.733,3.748,238.99,,3.748,239,3.748,239.968
3.75,9.36248,3.75,239.683,,3.75,223.763,3.75,239.084,,3.75,239,3.75,240.229
3.752,9.36375,3.752,240.95,,3.752,223.794,3.752,239.15,,3.752,239,3.752,239.952
3.754,9.36503,3.754,239.996,,3.754,223.824,3.754,239.196,,3.754,239,3.754,239.757
3.756,9.3663,3.756,239.328,,3.756,223.854,3.756,240.609,,3.756,239,3.756,239.161
3.758,9.36756,3.758,239.321,,3.758,223.885,3.758,239.757,,3.758,239,3.758,238.744
3.76,9.36883,3.76,239.316,,3.76,223.915,3.76,240.082,,3.76,239,3.76,239.372
3.762,9.37009,3.762,239.312,,3.762,223.945,3.762,239.388,,3.762,239,3.762,238.891
3.764,9.37135,3.764,238.85,,3.764,223.975,3.764,238.903,,3.764,239,3.764,239.936
3.766,9.37261,3.766,240.367,,3.766,224.005,3.766,239.023,,3.766,239,3.766,240.667
3.768,9.37386,3.768,240.508,,3.768,224.035,3.768,239.107,,3.768,239,3.768,240.258
3.77,9.37512,3.77,240.147,,3.77,224.065,3.77,239.166,,3.77,239,3.77,239.511
3.772,9.37637,3.772,239.434,,3.772,224.095,3.772,240.588,,3.772,239,3.772,238.989
3.774,9.37761,3.774,238.935,,3.774,224.125,3.774,240.203,,3.774,239,3.774,239.084
3.776,9.37886,3.776,239.045,,3.776,224.155,3.776,239.933,,3.776,239,3.776,239.15
3.778,9.3801,3.778,239.123,,3.778,224.184,3.778,238.824,,3.778,239,3.778,239.196
3.78,9.38134,3.78,239.177,,3.78,224.214,3.78,238.968,,3.78,239,3.78,239.228
3.782,9.38258,3.782,239.676,,3.782,224.244,3.782,239.069,,3.782,239,3.782,241.092
3.784,9.38381,3.784,240.945,,3.784,224.273,3.784,239.139,,3.784,239,3.784,239.175
3.786,9.38504,3.786,239.532,,3.786,224.303,3.786,239.189,,3.786,239,3.786,240.134
3.788,9.38627,3.788,239.464,,3.788,224.332,3.788,240.604,,3.788,239,3.788,238.965
3.79,9.3875,3.79,239.416,,3.79,224.361,3.79,240.214,,3.79,239,3.79,238.606
3.792,9.38873,3.792,238.922,,3.792,224.391,3.792,239.941,,3.792,239,3.792,238.816
3.794,9.38995,3.794,239.037,,3.794,224.42,3.794,238.829,,3.794,239,3.794,239.422
3.796,9.39117,3.796,239.117,,3.796,224.449,3.796,238.972,,3.796,239,3.796,239.387
3.798,9.39239,3.798,239.173,,3.798,224.478,3.798,239.071,,3.798,239,3.798,240.743
3.8,9.3936,3.8,241.053,,3.8,224.507,3.8,239.141,,3.8,239,3.8,240.311
3.802,9.39481,3.802,239.608,,3.802,224.536,3.802,239.19,,3.802,239,3.802,239.549
3.804,9.39603,3.804,239.977,,3.804,224.565,3.804,240.605,,3.804,239,3.804,239.015
3.806,9.39723,3.806,238.855,,3.806,224.594,3.806,240.215,,3.806,239,3.806,239.102
3.808,9.39844,3.808,238.989,,3.808,224.623,3.808,239.481,,3.808,239,3.808,239.162
3.81,9.39964,3.81,239.544,,3.81,224.651,3.81,239.428,,3.81,239,3.81,239.205
3.812,9.40084,3.812,239.472,,3.812,224.68,3.812,238.931,,3.812,239,3.812,239.235
3.814,9.40204,3.814,238.961,,3.814,224.709,3.814,239.043,,3.814,239,3.814,240.636
3.816,9.40324,3.816,240.445,,3.816,224.737,3.816,239.581,,3.816,239,3.816,239.776
3.818,9.40443,3.818,240.563,,3.818,224.766,3.818,239.958,,3.818,239,3.818,239.635
3.82,9.40562,3.82,239.725,,3.82,224.794,3.82,240.222,,3.82,239,3.82,239.075
3.822,9.40681,3.822,239.138,,3.822,224.823,3.822,239.947,,3.822,239,3.822,239.144
3.824,9.408,3.824,239.188,,3.824,224.851,3.824,239.754,,3.824,239,3.824,239.192
3.826,9.40918,3.826,239.223,,3.826,224.879,3.826,239.159,,3.826,239,3.826,239.226
3.828,9.41036,3.828,239.247,,3.828,224.908,3.828,238.742,,3.828,239,3.828,240.169
3.83,9.41154,3.83,239.264,,3.83,224.936,3.83,238.911,,3.83,239,3.83,240.37
3.832,9.41272,3.832,240.657,,3.832,224.964,3.832,239.029,,3.832,239,3.832,239.59
3.834,9.41389,3.834,240.251,,3.834,224.992,3.834,240.492,,3.834,239,3.834,239.504
3.836,9.41507,3.836,239.507,,3.836,225.02,3.836,240.136,,3.836,239,3.836,238.984
3.838,9.41623,3.838,238.986,,3.838,225.048,3.838,240.346,,3.838,239,3.838,239.08
3.84,9.4174,3.84,239.081,,3.84,225.076,3.84,239.113,,3.84,239,3.84,239.147
3.842,9.41857,3.842,239.148,,3.842,225.104,3.842,239.17,,3.842,239,3.842,239.194
3.844,9.41973,3.844,239.195,,3.844,225.132,3.844,239.21,,3.844,239,3.844,240.148
3.846,9.42089,3.846,240.148,,3.846,225.159,3.846,239.239,,3.846,239,3.846,239.894
3.848,9.42205,3.848,240.355,,3.848,225.187,3.848,238.798,,3.848,239,3.848,240.178
3.85,9.42321,3.85,240.04,,3.85,225.215,3.85,240.33,,3.85,239,3.85,239.455
3.852,9.42436,3.852,239.359,,3.852,225.242,3.852,240.022,,3.852,239,3.852,238.95
3.854,9.42551,3.854,238.882,,3.854,225.27,3.854,239.807,,3.854,239,3.854,239.056
3.856,9.42666,3.856,239.009,,3.856,225.297,3.856,239.656,,3.856,239,3.856,239.13
3.858,9.42781,3.858,239.097,,3.858,225.325,3.858,239.09,,3.858,239,3.858,239.182
3.86,9.42895,3.86,239.62,,3.86,225.352,3.86,239.154,,3.86,239,3.86,240.6
3.862,9.43009,3.862,240.905,,3.862,225.379,3.862,239.199,,3.862,239,3.862,239.751
3.864,9.43123,3.864,239.965,,3.864,225.406,3.864,239.231,,3.864,239,3.864,240.077
3.866,9.43237,3.866,239.767,,3.866,225.434,3.866,240.633,,3.866,239,3.866,238.925
3.868,9.4335,3.868,239.168,,3.868,225.461,3.868,240.234,,3.868,239,3.868,239.038
3.87,9.43464,3.87,239.209,,3.87,225.488,3.87,239.495,,3.87,239,3.87,239.118
3.872,9.43577,3.872,238.777,,3.872,225.515,3.872,238.978,,3.872,239,3.872,239.174
3.874,9.4369,3.874,238.935,,3.874,225.542,3.874,239.076,,3.874,239,3.874,239.213
3.876,9.43802,3.876,239.046,,3.876,225.569,3.876,239.144,,3.876,239,3.876,241.081
3.878,9.43915,3.878,240.504,,3.878,225.596,3.878,239.192,,3.878,239,3.878,239.628
3.88,9.44027,3.88,240.144,,3.88,225.622,3.88,239.226,,3.88,239,3.88,239.991
3.882,9.44139,3.882,240.352,,3.882,225.649,3.882,240.63,,3.882,239,3.882,238.864
3.884,9.44251,3.884,239.117,,3.884,225.676,3.884,240.232,,3.884,239,3.884,238.996
3.886,9.44362,3.886,238.713,,3.886,225.703,3.886,239.493,,3.886,239,3.886,239.549
3.888,9.44473,3.888,238.89,,3.888,225.729,3.888,238.976,,3.888,239,3.888,239.015
3.89,9.44584,3.89,239.475,,3.89,225.756,3.89,239.075,,3.89,239,3.89,239.102
3.892,9.44695,3.892,239.423,,3.892,225.782,3.892,239.143,,3.892,239,3.892,240.543
3.894,9.44806,3.894,240.768,,3.894,225.809,3.894,239.192,,3.894,239,3.894,240.632
3.896,9.44916,3.896,239.869,,3.896,225.835,3.896,239.225,,3.896,239,3.896,239.313
3.898,9.45026,3.898,240.16,,3.898,225.861,3.898,240.63,,3.898,239,3.898,238.85
3.9,9.45136,3.9,239.443,,3.9,225.888,3.9,240.232,,3.9,239,3.9,238.986
3.902,9.45246,3.902,238.941,,3.902,225.914,3.902,239.493,,3.902,239,3.902,239.082
3.904,9.45356,3.904,239.05,,3.904,225.94,3.904,239.437,,3.904,239,3.904,239.148
3.906,9.45465,3.906,239.126,,3.906,225.966,3.906,238.937,,3.906,239,3.906,239.195
3.908,9.45574,3.908,239.179,,3.908,225.992,3.908,239.047,,3.908,239,3.908,240.608
3.91,9.45683,3.91,241.058,,3.91,226.018,3.91,239.124,,3.91,239,3.91,240.217
3.912,9.45791,3.912,240.532,,3.912,226.044,3.912,240.098,,3.912,239,3.912,239.483
3.914,9.459,3.914,239.703,,3.914,226.07,3.914,240.32,,3.914,239,3.914,238.969
3.916,9.46008,3.916,238.663,,3.916,226.096,3.916,240.015,,3.916,239,3.916,239.07
3.918,9.46116,3.918,238.855,,3.918,226.122,3.918,239.342,,3.918,239,3.918,239.14
3.92,9.46224,3.92,239.45,,3.92,226.147,3.92,239.33,,3.92,239,3.92,239.189
3.922,9.46331,3.922,238.946,,3.922,226.173,3.922,239.323,,3.922,239,3.922,240.144
3.924,9.46439,3.924,239.974,,3.924,226.199,3.924,239.317,,3.924,239,3.924,240.352
3.926,9.46546,3.926,240.233,,3.926,226.224,3.926,238.853,,3.926,239,3.926,240.038
3.928,9.46653,3.928,239.954,,3.928,226.25,3.928,240.369,,3.928,239,3.928,239.818
3.93,9.46759,3.93,239.759,,3.93,226.275,3.93,239.589,,3.93,239,3.93,239.203
3.932,9.46866,3.932,239.162,,3.932,226.301,3.932,239.964,,3.932,239,3.932,238.773
3.934,9.46972,3.934,238.745,,3.934,226.326,3.934,239.306,,3.934,239,3.934,238.933
3.936,9.47078,3.936,238.913,,3.936,226.352,3.936,238.845,,3.936,239,3.936,239.504
3.938,9.47184,3.938,239.49,,3.938,226.377,3.938,238.983,,3.938,239,3.938,240.365
3.94,9.4729,3.94,239.895,,3.94,226.402,3.94,239.539,,3.94,239,3.94,240.046
3.942,9.47395,3.942,240.178,,3.942,226.427,3.942,239.469,,3.942,239,3.942,239.824
3.944,9.475,3.944,239.915,,3.944,226.453,3.944,241.26,,3.944,239,3.944,239.208
3.946,9.47605,3.946,239.732,,3.946,226.478,3.946,239.753,,3.946,239,3.946,238.776
3.948,9.4771,3.948,239.143,,3.948,226.503,3.948,239.618,,3.948,239,3.948,238.935
3.95,9.47815,3.95,239.192,,3.95,226.528,3.95,239.064,,3.95,239,3.95,239.045
3.952,9.47919,3.952,239.225,,3.952,226.553,3.952,239.136,,3.952,239,3.952,239.123
3.954,9.48023,3.954,239.249,,3.954,226.578,3.954,239.186,,3.954,239,3.954,240.558
3.956,9.48127,3.956,240.186,,3.956,226.602,3.956,239.222,,3.956,239,3.956,239.722
3.958,9.48231,3.958,240.381,,3.958,226.627,3.958,239.246,,3.958,239,3.958,240.056
3.96,9.48334,3.96,240.518,,3.96,226.652,3.96,240.184,,3.96,239,3.96,239.371
3.962,9.48438,3.962,239.234,,3.962,226.677,3.962,240.38,,3.962,239,3.962,238.89
3.964,9.48541,3.964,238.795,,3.964,226.701,3.964,239.597,,3.964,239,3.964,239.014
3.966,9.48644,3.966,238.947,,3.966,226.726,3.966,239.049,,3.966,239,3.966,239.101
3.968,9.48747,3.968,239.054,,3.968,226.75,3.968,239.126,,3.968,239,3.968,239.162
3.97,9.48849,3.97,240.05,,3.97,226.775,3.97,239.179,,3.97,239,3.97,240.585
3.972,9.48951,3.972,240.286,,3.972,226.799,3.972,239.217,,3.972,239,3.972,240.661
3.974,9.49053,3.974,239.531,,3.974,226.824,3.974,239.243,,3.974,239,3.974,239.334
3.976,9.49155,3.976,239.923,,3.976,226.848,3.976,240.642,,3.976,239,3.976,238.864
3.978,9.49257,3.978,238.817,,3.978,226.872,3.978,240.24,,3.978,239,3.978,238.996
3.98,9.49359,3.98,238.963,,3.98,226.897,3.98,239.499,,3.98,239,3.98,239.089
3.982,9.4946,3.982,239.065,,3.982,226.921,3.982,238.981,,3.982,239,3.982,239.153
3.984,9.49561,3.984,239.137,,3.984,226.945,3.984,239.078,,3.984,239,3.984,239.198
3.986,9.49662,3.986,239.187,,3.986,226.969,3.986,239.145,,3.986,239,3.986,240.611
3.988,9.49762,3.988,241.063,,3.988,226.993,3.988,239.193,,3.988,239,3.988,240.679
3.99,9.49863,3.99,240.535,,3.99,227.017,3.99,239.226,,3.99,239,3.99,240.266
3.992,9.49963,3.992,239.245,,3.992,227.041,3.992,240.63,,3.992,239,3.992,239.057
3.994,9.50063,3.994,239.263,,3.994,227.065,3.994,240.232,,3.994,239,3.994,238.671
3.996,9.50163,3.996,238.815,,3.996,227.089,3.996,239.954,,3.996,239,3.996,238.861
3.998,9.50263,3.998,238.962,,3.998,227.113,3.998,239.299,,3.998,239,3.998,238.994
4,9.50362,4,239.525,,4,227.137,4,238.84,,4,239,4,239.547
